"","paramVal","#Surv","abun","abunSSB","catch","size","sizeSSB","meanFec","totalFec","rel_abun","rel_abunSSB","rel_catch","rel_size","rel_sizeSSB","rel_meanFec","rel_totalFec"
"1",1,100,4300265.49627508,136461.977970056,2780.51714134405,17.9130515194284,164.809365072206,50887.7426402052,43545715122.5422,1,1,1,1,1,1,1
"2",1.025,100,4247528.93076232,129178.060222051,2741.91753385285,17.9093953622059,166.355894785379,49828.7012526742,42104198538.6147,0.987736439631823,0.946623097097398,0.986117831493553,0.999795894227258,1.00938374899081,0.979188674274299,0.966896476958275
"3",1.05,100,4194340.91109447,122784.976329877,2703.87585692871,17.9066375477073,168.325706351647,49171.7734297865,41017162686.433,0.975367896407242,0.899774267941656,0.97243632010904,0.999641938632614,1.02133580987889,0.966279321475287,0.9419333812984
"4",1.075,100,4097621.57984971,115277.780750538,2636.38352147319,17.9024924760194,169.097883831875,47936.1378687348,39045485373.5962,0.952876417374484,0.844761174250559,0.948163016969862,0.999410539103425,1.02602108659171,0.941997726400652,0.896655050071359
"5",1.1,100,3947872.23529147,106071.480262559,2535.51702690942,17.8986207253744,170.553111193626,46774.1134003711,36685366771.7617,0.918053138512295,0.777296957294833,0.911886853423174,0.999194397780953,1.03485084794122,0.919162670096826,0.84245640859325
"6",1.125,100,3748717.8113132,96274.9982775604,2408.92619037569,17.9020251333391,173.02987737141,46102.0827562449,34329791364.4994,0.87174101565598,0.705507861674746,0.866359050464714,0.999384449596576,1.04987891492454,0.905956530282811,0.788362098725255
"7",1.15,100,3201033.3987516,79351.8683096884,2099.45648866739,18.0525754818903,174.718792130916,46254.7329443849,29042821873.6283,0.744380411284922,0.581494343626623,0.755059718010785,1.00778895557301,1.06012660175209,0.908956274036808,0.666950164715375
"8",1.175,93,2479116.60150822,61370.2238324774,1721.81859386906,18.7963483024341,178.033961620018,52237.3491709761,23257500747.7638,0.577734881135111,0.449912451758044,0.61908791411376,1.04849231133217,1.08000503869354,1.02403794471088,0.533998250612009
"9",1.2,73,1798633.29337436,45365.6228073051,1368.92047903113,20.1710880006598,182.875883415549,63256.7532785301,18197632750.0085,0.420277932282407,0.334180854470007,0.49490947815843,1.12604071842044,1.10959600431353,1.24264174172799,0.420049943576591
