"","paramVal","#Surv","abun","abunSSB","catch","size","sizeSSB","meanFec","totalFec","rel_abun","rel_abunSSB","rel_catch","rel_size","rel_sizeSSB","rel_meanFec","rel_totalFec"
"1",1,100,4396556.36490621,139125.03045118,2834.13453701122,17.8824395417009,164.812501274045,50706.7165451533,44357135121.1676,1,1,1,1,1,1,1
"2",0.975,100,4383044.85127608,138696.611562293,2825.21256316176,17.8831589051926,164.809151346303,50708.1742162782,44217872099.5601,0.996926796222156,0.996920619621807,0.996851958249353,1.00004022736887,0.999979674310406,1.00002874710145,0.996860414424262
"3",0.95,100,4366936.82917814,138164.728002605,2813.92138716465,17.8828437957168,164.801088561291,50698.3610962538,44042167365.3045,0.993263014671098,0.993097558034951,0.992867963894231,1.00002260620062,0.999930753355082,0.999835220075981,0.992899276407219
"4",0.925,100,4314303.07231895,136559.415879243,2782.14188065689,17.8956732073282,164.847202824126,50837.2685815767,43545558695.0996,0.981291427708327,0.98155892894602,0.981654838302362,1.00074003692821,1.00021055168639,1.00257464977657,0.981703587847795
"5",0.9,99,4329049.51312357,137006.35589847,2790.46665214823,17.8871493182583,164.803881571838,50733.1922197128,43675544061.9997,0.984747633440017,0.985103628992413,0.9849198641494,1.00036010728577,0.999955196576763,1.00065004438023,0.984916082605009
"6",0.875,99,4300811.40808536,136014.679470135,2768.64145265737,17.8821936756333,164.779490935809,50674.606698072,43335363047.8173,0.978324189442691,0.977973273309769,0.977216467120438,1.00008295707587,0.999807205261196,0.999494516760834,0.97724474709996
"7",0.85,97,4226806.66478029,133545.038638885,2714.83461921557,17.8870212784096,164.715339814943,50668.7298622963,42505200762.0893,0.961190664665218,0.959679533390673,0.958251907711532,1.00013405097713,0.999603368518171,0.999517419564526,0.958443394586279
"8",0.825,92,4208823.57405493,133187.541002762,2706.73866569571,17.8967207958499,164.724043459446,50721.84623012,42377712606.906,0.956072815970367,0.956574181202633,0.955655513685807,1.00087184083593,0.999899877329364,1.00165891864873,0.955654499068781
"9",0.8,87,4177905.38188912,132461.00617492,2690.46308281998,17.9176686297377,164.677051065241,50771.1888497494,42122076509.8599,0.951315250141471,0.951224775039157,0.94946467984501,1.00080548847038,0.999507891999814,0.999852993975262,0.949605402813261
