"","h","K","nc_yield","mpa_yield","nc_prop_msy","mpa_prop_msy"
"139",0.15,1.5,39244.3537842326,34684.5209026885,0.937420648186073,0.992353929273331
"140",0.15,1.6,43761.6128258631,37833.028007148,0.963253101974059,0.997237208787376
"141",0.15,1.7,47995.5722562934,40886.8030770609,0.977805502002841,1
"142",0.15,1.8,52030.4037431286,43868.9943645767,0.988314650671553,1
"143",0.15,1.9,55922.0013286987,46796.0161961201,0.993601203103136,0.999999033445533
"144",0.15,2,59707.3349746697,49679.6188049823,0.997048305514961,0.997901714046506
"145",0.15,0.3,0.168310169528343,417.528532016725,0.00010638381934103,0.297978630008335
"146",0.15,0.4,1.60814571194186,1484.73487514276,0.00039858016756753,0.410724914144858
"147",0.15,0.5,11.3974752624851,2727.81488309735,0.00164684729811071,0.448028797468811
"148",0.15,0.6,75.4261272,4216.862627,0.00745159480541159,0.483511330246792
"149",0.15,0.7,412.615668814697,6163.6481971208,0.0306927829089647,0.535770992192713
"150",0.15,0.8,1647.90876681488,8822.35646613209,0.0978824280780829,0.614860899382596
"151",0.15,0.9,4561.4426232774,12260.2109968793,0.224205419484856,0.711490246649477
"152",0.15,1,9420.34436982257,16280.3600792044,0.3938577701726,0.806953902056158
"153",0.16,0.2,2.08213431155254e-15,1.66570745083762e-15,0.000407607264176903,0.00040760726456554
"154",0.16,1.1,11431.2586132344,18939.8872315771,0.41604167974071,0.81885125601519
"155",0.16,1.2,18233.9367145925,23055.9003469008,0.588286323460941,0.884209099562467
"156",0.16,1.3,25104.1265142701,26953.965999634,0.724359352975083,0.929132394623242
"157",0.16,1.4,31261.2764119154,30626.9209221055,0.817957879546977,0.956904034999021
"158",0.16,1.5,36800.9170637107,34107.2700542935,0.879054849963309,0.975838286771354
"159",0.16,1.6,41844.2740668231,37432.8992494283,0.921049846931117,0.986690252687838
"160",0.16,1.7,46495.5891091599,40638.6787810699,0.947246604478989,0.993931433193166
"161",0.16,1.8,50858.0068826112,43752.7176692979,0.966045036940106,0.99734945610304
"162",0.16,1.9,55011.8836461259,46796.0614270623,0.977430572530483,1
"163",0.16,2,59013.2098410939,49784.0800408396,0.985457162005697,1
"164",0.16,0.3,0.081842049093609,411.878100736959,5.17299090700995e-05,0.293946072607842
"165",0.16,0.4,0.748169815309444,1476.91411438391,0.000185434471603272,0.408561442844356
"166",0.16,0.5,4.9903831843439,2693.96802119045,0.000721071893064317,0.442469634003501
"167",0.16,0.6,31.60457023,4096.558556,0.00312231928239759,0.46971709824339
"168",0.16,0.7,179.968182865173,5830.75840136896,0.0133870930860899,0.506834769608804
"169",0.16,0.8,801.436021592288,8119.62713275209,0.0476036691608331,0.565885232665516
"170",0.16,0.9,2599.03980763396,11127.2929314058,0.127748797574423,0.645744220415298
"171",0.16,1,6113.438161308,14818.6142628885,0.255598418462721,0.734500867568482
"172",0.17,0.2,1.04321285527711e-15,8.34570285564668e-16,0.000204223683138199,0.000204223683465925
"173",0.17,1.1,7654.53435232619,17367.8686607761,0.278587462441609,0.750886258893483
"174",0.17,1.2,13293.3989522601,21534.6812881379,0.428888446764547,0.825869337768397
"175",0.17,1.3,20246.3072486038,25635.2136062833,0.584190890306298,0.883673571637203
"176",0.17,1.4,27163.1441996882,29528.5247982501,0.710729387330362,0.922585871393293
"177",0.17,1.5,33393.7008579481,33217.8605814695,0.797667477867012,0.950391517950009
"178",0.17,1.6,39035.3531339259,36731.8634396953,0.859221645749875,0.968211716049797
"179",0.17,1.7,44204.1988809945,40102.4047411457,0.900564507214447,0.980815366404734
"180",0.17,1.8,48988.3693304098,43359.0802159884,0.930531374708908,0.98837643406296
"181",0.17,1.9,53477.9094275774,46526.5561502459,0.950175492367664,0.99424085556353
"182",0.17,2,57748.5689857562,49623.9827598166,0.964339019277766,0.996784167129499
"183",0.17,0.3,0.0400050828158288,406.923046299754,2.52860151880805e-05,0.290409786534928
"184",0.17,0.4,0.351345458912656,1471.53163047527,8.70812457152266e-05,0.407072476512202
"185",0.17,0.5,2.232829750855,2671.24111285184,0.000322626683335744,0.4387368625914
"186",0.17,0.6,13.33698367,4016.732568,0.00131760441539986,0.460564139501264
