"","h","Agg","nc_yield","mpa_yield","nc_prop_msy","mpa_prop_msy"
"308",0.25,1.4,598.131338181228,12770.1215493015,0.0219103253645768,0.558583516006944
"309",0.25,1.5,1259.07698247737,13849.0708460005,0.0451129135997257,0.59435071523857
"310",0.25,1.6,2307.47657172498,14998.7236765483,0.0812651571793242,0.632559903235796
"311",0.25,1.7,3728.47406234399,16190.6746378788,0.12913124851817,0.673179236648025
"312",0.25,1.8,5468.610808,17393.09536,0.186976729457879,0.71366057271608
"313",0.25,1.9,7481.00898045497,18554.4014354832,0.252547561941824,0.753340380629362
"314",0.25,2,9720.78214481592,19621.3159203773,0.324653222920789,0.788256643661237
"315",0.25,-1,31981.3752497618,27252.6269352975,0.964287277705008,0.993520603863307
"316",0.25,0.6,0.0386093988329529,6352.93799664017,2.28860958337062e-06,0.437062020766926
"317",0.25,0.7,0.147695959237688,7253.53637588198,7.69054655269198e-06,0.441356154619483
"318",0.25,0.8,0.551162030031424,8032.7968127941,2.61903225956836e-05,0.447866979017013
"319",0.25,0.9,2.02296585034456,8749.60783343779,8.94900912024932e-05,0.456985167170048
"320",0.25,1,7.44043325073829,9445.47609470737,0.000311079121336734,0.46817538152232
"321",0.25,1.1,26.9255500230898,10158.6112996803,0.00107795358170251,0.483119602162632
"322",0.25,1.2,88.1665042853876,10928.9329473684,0.003413447099459,0.502958209317739
"323",0.25,1.3,247.207654868717,11793.0177655069,0.00927287113049819,0.528473519903647
"324",0.02,0.5,9210.20624216217,7414.0461093424,0.665401894526242,0.608858427917826
"325",0.02,1.4,9469.39543635189,7561.76651499886,0.346876215593715,0.330762562506907
"326",0.02,1.5,9439.29995864633,7537.0105298815,0.33821150684403,0.323460515799829
"327",0.02,1.6,9411.49710844089,7514.22112704113,0.331455929469502,0.316906630958573
"328",0.02,1.7,9386.0505993854,7493.41728252395,0.32507465850289,0.311562861891682
"329",0.02,1.8,9362.910318,7474.536183,0.320126337552867,0.306689618077667
"330",0.02,1.9,9341.96401209593,7457.47148632133,0.31537059254534,0.302786076261889
"331",0.02,2,9323.06791026909,7442.09587371621,0.311370422614852,0.298974928033669
"332",0.02,-1,9163.79878208768,7313.00742578555,0.276302520201398,0.266602686448289
