"","h","Agg","nc_yield","mpa_yield","nc_prop_msy","mpa_prop_msy"
"333",0.02,0.6,9502.34934632181,7620.2211443331,0.563260978825875,0.52424708910971
"334",0.02,0.7,9606.27660004918,7690.74809486343,0.500199990385806,0.467959189752227
"335",0.02,0.8,9632.83706841071,7705.06127020642,0.457736739083699,0.429594149416561
"336",0.02,0.9,9624.49277863065,7694.11333057567,0.425759404881053,0.401857515620437
"337",0.02,1,9600.07421642882,7671.73613751123,0.401372144789792,0.380258015276801
"338",0.02,1.1,9568.70499793428,7644.64284085781,0.383079261739603,0.363561189516806
"339",0.02,1.2,9535.04169551603,7616.24872102508,0.369157886916178,0.350505839581318
"340",0.02,1.3,9501.51737796108,7588.32251056541,0.356406221469203,0.340051001962534
"341",0.03,0.5,12118.1628003412,9861.0476357717,0.875490545326975,0.80981179137437
"342",0.03,1.4,13237.0006261954,10567.2632229373,0.48488847190811,0.462227318890481
"343",0.03,1.5,13206.5810709754,10541.0995855928,0.473193743586996,0.452384867386781
"344",0.03,1.6,13177.2363475199,10516.1596888151,0.464078463934211,0.443511134588748
"345",0.03,1.7,13149.5262922779,10492.8018405582,0.455418146714116,0.436271896712723
"346",0.03,1.8,13123.72592,10471.1829,0.448712010595725,0.429645800862718
"347",0.03,1.9,13099.9369983207,10451.3386025582,0.442234083552215,0.424342193323494
"348",0.03,2,13078.1562440928,10433.2325003404,0.436782299125043,0.419139310871333
"349",0.03,-1,12883.9465634768,10273.5418100674,0.388470653959272,0.374531801546553
"350",0.03,0.6,12845.4666204403,10349.407571818,0.761427499495689,0.712006474716347
"351",0.03,0.7,13147.4863206495,10551.5487570434,0.684591211037242,0.642030417076718
"352",0.03,0.8,13276.6235927213,10634.2177912958,0.630883544091399,0.592908685155697
"353",0.03,0.9,13325.0313619996,10660.6258769047,0.589460406194361,0.556796143465608
"354",0.03,1,13332.9013623354,10658.8999182243,0.557438942181638,0.528320064101278
"355",0.03,1.1,13319.8424356492,10642.8984977097,0.533254542577902,0.506151159483048
"356",0.03,1.2,13296.1436170586,10619.9163733573,0.514772398333151,0.488737020162072
"357",0.03,1.3,13267.4634528422,10593.9562745857,0.497668564883784,0.47474068753724
"358",0.04,0.5,13754.1292039446,11467.4583259645,0.993682811137022,0.941733912304898
"359",0.04,1.4,16460.6081958458,13143.2437793213,0.602973391038953,0.574904419949805
"360",0.04,1.5,16439.6121826034,13122.5698241655,0.589033724171123,0.563171988033641
"361",0.04,1.6,16416.8201455956,13101.2468744161,0.578170754088822,0.552535244589299
"362",0.04,1.7,16393.6399541802,13080.2030571377,0.567774150937714,0.543851402498367
"363",0.04,1.8,16370.92954,13059.98625,0.559736827330385,0.535867657477106
"364",0.04,1.9,16349.1986138237,13040.9047712436,0.551924247171899,0.529483001555208
"365",0.04,2,16328.7335802482,13023.1146406149,0.545344593065445,0.523183902562088
"366",0.04,-1,16128.4192041056,12853.9609735536,0.486296456189075,0.46860345238645
"367",0.04,0.6,15264.9166550845,12415.994013991,0.904842748195369,0.854181079125102
"368",0.04,0.7,15913.0401903257,12833.5643262345,0.828593937235693,0.780884289754445
"369",0.04,0.8,16223.6414970932,13032.4991636426,0.770921038340331,0.726624383199368
"370",0.04,0.9,16377.8845945874,13127.4953142749,0.724509702338227,0.685638802894879
"371",0.04,1,16451.7002835511,13168.5433557038,0.687833664550993,0.652713293415079
"372",0.04,1.1,16481.5446081065,13180.1829893618,0.659832019292558,0.626818427677369
"373",0.04,1.2,16486.5782286549,13175.4662036106,0.638293001301777,0.606345461227304
"374",0.04,1.3,16477.5151776319,13161.7272314338,0.618079059380875,0.589808686488359
"375",0.05,0.5,13841.5690095378,12176.9622779091,1,1
"376",0.05,1.4,19197.246489921,15340.1187323133,0.703219995088615,0.670998895694007
"377",0.05,1.5,19195.8469783803,15331.7750964029,0.687790022580919,0.657982878111679
"378",0.05,1.6,19187.9649837077,15319.746101594,0.675765470150231,0.646098782843328
"379",0.05,1.7,19176.2709188124,15305.7810070724,0.664147252807271,0.636386945268931
"380",0.05,1.8,19162.50133,15291.00155,0.655183181380212,0.627409020516947
"381",0.05,1.9,19147.7913464001,15276.125472835,0.64640051011007,0.620236778764494
"382",0.05,2,19132.8810727592,15261.6059884336,0.638997090099796,0.613111901471875
"383",0.05,-1,18955.8133033483,15103.7637433708,0.571546703799307,0.550622166096102
"384",0.05,0.6,16674.5295725257,13822.3537122654,0.988398921801096,0.950934173831527
"385",0.05,0.7,17901.2793039362,14567.744756895,0.932121789588764,0.886404020631869
"386",0.05,0.8,18503.5342046057,14941.9225064263,0.879257829047584,0.83308389962023
"387",0.05,0.9,18826.1916085013,15141.4243032184,0.832815642317164,0.790824737304849
"388",0.05,1,19006.1901681707,15249.4923221973,0.794635035115293,0.755857811123665
"389",0.05,1.1,19107.0244758747,15306.3032618426,0.764942051389269,0.727931695021613
"390",0.05,1.2,19161.5258871886,15333.1375785852,0.74185605396258,0.705643218499635
"391",0.05,1.3,19188.0063104826,15342.0311042114,0.719750809750541,0.687513352504929
"392",0.06,0.5,12141.3593426511,11961.2539791796,0.877166406083361,0.982285541023575
"393",0.06,1.4,21492.291316214,17199.1158999195,0.787290458648129,0.752314110284523
"394",0.06,1.5,21521.525026717,17210.0818814427,0.77111940935833,0.738592833359923
"395",0.06,1.6,21537.4966855314,17213.0836625781,0.758511733053248,0.725948872104018
"396",0.06,1.7,21544.6548513575,17210.9775524057,0.746173403201798,0.715601603381532
"397",0.06,1.8,21545.97168,17205.66217,0.736676179593009,0.705969953251702
"398",0.06,1.9,21543.4635161964,17198.4133989407,0.727274783523539,0.6982849509444
"399",0.06,2,21538.5129052916,17190.0935356453,0.719340020941939,0.690585967302948
"400",0.06,-1,21415.4162554447,17064.435249248,0.645707486954807,0.622100322793492
"401",0.06,0.6,16870.242575883,14535.5526098847,1,1
"402",0.06,0.7,19049.7823804619,15761.3590386992,0.991924484405326,0.959031906150944
"403",0.06,0.8,20112.8382484764,16388.2168068274,0.955729337908796,0.913721748950426
"404",0.06,0.9,20690.8984990238,16736.1617430127,0.915304820110429,0.874116625283147
"405",0.06,1,21028.8481950407,16939.2712647941,0.879200901182431,0.839613557600216
"406",0.06,1.1,21234.8184361147,17060.6833178643,0.85012742805191,0.811365874133666
"407",0.06,1.2,21362.9682300511,17133.3499696655,0.827086913922122,0.788490428283951
"408",0.06,1.3,21442.9977878971,17175.8172186452,0.80433656168262,0.7696897234657
"409",0.07,0.5,8954.96381920295,10941.414123061,0.646961613458154,0.898533958909475
"410",0.07,1.4,23381.0869033553,18753.9592098899,0.856479486575142,0.820325196911232
"411",0.07,1.5,23453.4152095925,18791.5657219512,0.8403393189565,0.806464249586804
"412",0.07,1.6,23503.1648275321,18815.5511025239,0.827739014699129,0.793531732526705
"413",0.07,1.7,23537.23959068,18830.2184109371,0.815184197125682,0.782926736489035
"414",0.07,1.8,23560.30091,18838.4779,0.805547910403662,0.772966435757713
"415",0.07,1.9,23575.5623020372,18842.3316070934,0.795875368729337,0.765030837248495
"416",0.07,2,23585.2760226847,18843.1747036832,0.787697508304357,0.756995999051323
"417",0.07,-1,23549.0661045567,18771.0598648387,0.710040286545445,0.684316956906424
"418",0.07,0.6,15595.8349670398,14513.0094375142,0.924458252268107,0.998449101112594
"419",0.07,0.7,19204.8716207288,16395.5242048019,1,0.997618973837728
"420",0.07,0.8,21000.746515577,17379.5016232247,0.997921293601777,0.968990635542724
"421",0.07,0.9,21965.717855612,17932.7821005312,0.971699099068895,0.936615169735604
"422",0.07,1,22533.55150714,18265.1423184911,0.942111456042106,0.905331810464338
"423",0.07,1.1,22889.0286811145,18473.7538826776,0.916353070869137,0.878568178559057
"424",0.07,1.2,23120.6970330733,18608.2602986243,0.895138997113381,0.856366977763192
"425",0.07,1.3,23275.6825676325,18696.2278151148,0.87308139806051,0.837822982958043
"426",0.08,0.5,5641.32982958007,9520.87331275961,0.407564332171649,0.781875897737809
"427",0.08,1.4,24889.8061068352,20032.0613256542,0.911745824454289,0.876231224969248
"428",0.08,1.5,25019.8986185535,20104.2469246327,0.896466650062826,0.862799654349304
"429",0.08,1.6,25114.8590161708,20155.5642969223,0.884499973041955,0.850045782312734
"430",0.08,1.7,25184.983876391,20192.184446849,0.872251853570307,0.839554843526076
"431",0.08,1.8,25237.23019,20218.31203,0.862883633005803,0.82958276511641
"432",0.08,1.9,25276.4180791716,20236.8724912057,0.853293690355764,0.821651578375249
"433",0.08,2,25305.9561113689,20249.936022371,0.84516452362111,0.813510503990805
"434",0.08,-1,25392.5820110908,20253.5571787746,0.765625104929103,0.738362815680488
"435",0.08,0.6,12750.0862174359,13770.180125777,0.755773733548022,0.947344796262702
"436",0.08,0.7,18136.8255770011,16434.6555496335,0.944386712662275,1
"437",0.08,0.8,21044.4918354026,17904.316151027,1,0.998251564530333
"438",0.08,0.9,22605.4731106163,18738.725808812,1,0.978708978654767
"439",0.08,1,23510.8974719874,19244.2257643423,0.982973582445372,0.953861155222346
"440",0.08,1.1,24077.6734529948,19567.635499377,0.963939986944075,0.930590609173117
"441",0.08,1.2,24452.0732747066,19782.7293160767,0.946684449744477,0.91041697850542
"442",0.08,1.3,24708.8580771716,19929.7116880363,0.926840460717367,0.893098365140018
