"","rep","collapse","abun","abunSSB","catch","size","sizeSSB","meanFec","totalFec"
"1",1,FALSE,4322669.01561371,101348.457017306,2041.01343692734,15.7575375828381,162.899894121885,37096.6394892433,32071298820.7088
"2",2,FALSE,4322669.01561371,101348.457017306,2041.01343692734,15.7575375828381,162.899894121885,37096.6394892433,32071298820.7088
