"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7.5",132096651.762888,125825857.853066,129003761.647052,128153612.152323,130143567.329057,129987343.70894,130261392.210814,126671975.728315,130128081.27746,126546417.009416,129234797.110321,129500677.573088,127395152.468071,133068443.498783,136673696.630529,123641291.697398,127390320.041236,133420157.662927,130883834.598908,128240817.838258
"12.5",22738106.7194025,21658693.8358693,22205704.0045874,22059377.2111611,22401910.41271,22375015.4817559,22422190.1603474,21804337.9423661,22399242.1520835,21782728.0065537,22245479.9973081,22291238.8278659,21928824.5084941,22905371.4498027,23525952.7238546,21282648.4464951,21927982.2387994,22965915.9256929,22529324.2456069,22074383.7808465
"17.5",161086.647782153,153040.543259826,156301.225232298,155976.550874341,158250.422619065,157823.745628215,158286.635851973,154063.050937618,158068.994868502,154083.126195094,157038.553852886,156877.216403142,155222.451126681,161520.583953253,165953.812454193,149698.443503982,154565.648056066,162141.985658075,158523.594596988,155812.029529903
"22.5",1166644.67688221,1108358.93852605,1131953.78199798,1129625.72764709,1146088.87509642,1142990.99680294,1146347.61549535,1115763.98954603,1144769.56890084,1115915.07511004,1137308.69464542,1136124.33071356,1124169.86487163,1169762.77875617,1201870.93525124,1084132.09498228,1119391.72017699,1174269.49837445,1148046.64465597,1128425.30323242
"27.5",2422973.19683045,2301920.78094259,2350924.75722428,2346089.92218209,2380281.73829931,2373847.9626248,2380818.94447917,2317300.28675208,2377541.21493877,2317614.5764741,2362045.99505767,2359586.64213162,2334758.38378389,2429449.37505237,2496133.70970865,2251605.17207176,2324834.31709424,2438809.4295696,2384347.8103067,2343596.01433481
"32.5",2513662.44448254,2388075.09325959,2438919.26658637,2433906.49937341,2469377.37405773,2462704.37576953,2469932.59628795,2404032.17732557,2466528.0412147,2404364.62530201,2450453.7496973,2447907.68490363,2422145.727256,2520384.51540262,2589561.74378941,2335882.26340214,2411844.30928026,2530097.04774643,2473596.04888985,2431309.37365567
"37.5",1731015.6695983,1644505.48469139,1679556.48559605,1676123.33242791,1700545.71775947,1695960.27584098,1700915.05912463,1655506.2863766,1698544.75751981,1655775.00815383,1687480.89561287,1685760.78180526,1667992.59154453,1735666.52797812,1783286.09193973,1608600.82685248,1660861.86150372,1742368.31475227,1703453.45460104,1674273.41360757
"42.5",941125.490928795,893995.609711782,913193.889761498,911398.48563716,924660.021196118,922204.238607864,924811.73789732,900022.116731706,923425.757794338,900318.357146974,917431.586092728,916621.733736669,906858.045110349,943736.179043417,969555.077061883,874616.57770761,902842.56226791,947430.101919912,926250.632728501,910160.9011463
"47.5",488416.932777433,463718.695475766,474036.080470108,473282.158474373,480123.212673544,478941.839496937,480079.261932473,466960.124793215,479116.779764545,467489.234142525,476058.655438714,475951.688994195,470626.134341996,489977.038435294,503198.581771762,454015.964529707,468195.693873275,492019.730665464,480972.979888654,472060.378936628
