"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7.5",42584770.2970776,42423323.9081594,23891392.3377064,17843576.7157548,26109282.6845769,54742006.1417762,65197610.7619004,14683546.944161,44558245.807766,86921428.3649386,37462632.2982611,50809711.0567902,47137624.5419113,66539730.2561583,46729115.640444,12137924.561032,68868033.1619084,77712757.0064232,41847973.9905711,35794255.7923494
"12.5",7330756.78034604,7302967.00374021,4112784.61702077,3071689.749087,4494599.76543082,9423566.63608367,11223446.0487619,2527710.88229276,7670492.53079405,14963080.0200585,6449011.36038374,8746631.84798633,8114509.27902191,11454475.0869274,8044186.29732211,2089485.20504139,11855283.0921417,13377847.5811216,7203934.85808504,6161813.13663617
"17.5",76730.5028938363,76574.5518360496,43050.6128947987,32519.9165656818,47958.7349809047,98750.9618912954,117533.674898393,27081.1290600491,80941.6186213569,155929.802270393,67791.8637656411,91123.51950422,85003.4402307617,119384.322794412,84256.0739614201,21968.4113809473,123703.420187477,139036.82236499,76178.9905603706,65037.3856489675
"22.5",458189.485937631,457260.679527285,257073.038193145,194196.608147652,286398.127117868,589684.82780797,701843.121345923,161724.041402809,483347.749133778,931108.537900656,404818.485648528,544128.328840533,507591.898135706,712883.729507686,503128.820869278,131184.277302051,738677.054395125,830228.154237648,454910.377684847,388374.939069127
"27.5",797187.626070394,795570.963971276,447272.988179458,337876.774807744,498295.015757724,1025971.51147008,1221111.68672736,281379.443300974,840959.188898702,1620000.59280124,704329.140629416,946709.599913178,883141.753676657,1240320.67070805,875375.497232272,228244.063720288,1285196.11696708,1444484.03577809,791483.1249843,675719.083375237
"32.5",723449.081252036,721974.782142637,405908.875252753,306634.393579966,452215.184526595,931068.746589287,1108158.13610426,255368.746627777,763167.45912063,1470130.44208124,639177.95227662,859140.852172318,801459.327043766,1125588.39563007,794399.491102883,207144.763747666,1166297.34695965,1310866.60588102,718279.825067037,613208.728943892
"37.5",450359.370539816,449401.268906896,252729.599402191,190945.066038287,281577.057383033,579594.419970441,689831.981800536,159063.776750584,475060.082420213,915053.327049855,397888.476714031,534831.684916846,498959.91853446,700671.796816768,494497.920456154,129023.641639661,725926.201295331,816008.504685693,447184.062134661,381691.006132136
"42.5",230839.08372483,230212.979992369,129689.39667634,98072.7003214013,144545.918897853,297041.366410562,353533.394073277,81840.046522997,243417.310998254,468597.339732067,203908.513570314,274143.044771921,255876.788958098,359053.296880423,253364.97229181,66375.9219085438,371704.542586738,418163.859300052,229354.283152886,195501.807688112
"47.5",128908.209365442,128269.806939689,72740.8407136051,55196.2960404929,81187.5483394149,165793.802002208,197315.102238837,46363.6256229309,135755.945269307,260764.189696987,113792.890498734,153104.091387979,143161.067861328,200320.115160539,141277.790399649,37585.7097159983,206757.780147637,233313.946979135,128384.274285471,108874.879242768
"52.5",125721.6065919,124804.276652771,71266.9162860891,54270.1690709019,79658.296196945,161609.777314764,192325.81435601,45891.9891705309,132220.910391,253382.135219056,110902.391427977,149333.491120581,139898.647262758,195177.394988705,137571.957394343,37186.610674432,200816.529602788,227338.937778637,125521.567107664,105877.467167143
