"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"7.5",109249309.669469,104203908.641492,102990610.716258,30295884.2827419,92424562.1621525,108663826.015762,107874947.594524,96802492.7261582,96600497.1500847,109260526.157766,87000336.4261664,102621412.485089,95736185.7465037,112511200.793887,113248017.71235,25453219.1788422,96941009.0314856,114190445.785184,100482438.468523,102614088.671285
"12.5",18806321.7557643,17937800.881598,17728931.4350545,5215184.63270772,15910098.7215963,18705530.5344643,18569739.1651927,16663710.0123623,16628939.8529056,18808256.4089887,14976361.1361899,17665376.3165334,16480162.1255893,19367810.522156,19494656.4452957,4381555.66732406,16687555.3659514,19656879.1160965,17297181.7991954,17664120.0727748
"17.5",181085.419257252,172791.041363105,170157.833103585,50839.6657047983,153860.291561198,179808.392755105,178919.223914342,160449.196733088,160208.827042858,181326.293474677,144629.329660266,169496.970906229,159123.62797559,185475.936813567,187235.367647208,42456.5245591512,160735.187736334,188324.518309755,166608.190410327,169745.126807553
"22.5",1126538.79913321,1074940.58352972,1058546.47014145,316288.30423773,957184.08162596,1118588.0710987,1113065.16863788,998160.03988434,996666.626494247,1128041.91070386,899752.937592297,1054434.19313463,989922.779700397,1153831.36896996,1164787.95949086,264129.117143843,999940.353706815,1171553.86831952,1036476.62351694,1055983.32742448
"27.5",2030982.02359466,1937957.64198081,1908402.63258555,570222.408174175,1725662.20353932,2016649.23204731,2006691.99903569,1799534.66562171,1796841.71887977,2033692.63110484,1622121.3588434,1900988.29414289,1784684.31446215,2080187.33937702,2099939.73426047,476187.168991729,1802743.93382384,2112139.07747527,1868614.86636425,1903780.07541588
"32.5",1892765.69795287,1806066.86423129,1778535.69494837,531434.11336503,1608241.25821827,1879421.35134257,1870138.8885896,1677074.3399035,1674558.69000406,1895299.74091416,1511735.50735676,1771620.29343606,1663236.85817145,1938631.92361653,1957032.31160392,443798.594922125,1680061.11471637,1968416.95880199,1741465.37018404,1774210.26695478
"37.5",1200996.62529353,1145954.98557595,1128557.97714272,337306.601709661,1020559.23426936,1192604.52337424,1186698.15066982,1064165.6251209,1062535.00747844,1202650.0598232,959259.533520012,1124137.53591497,1055398.40888595,1230154.52108643,1241785.10637317,281701.61568992,1066037.2291384,1249098.29300034,1105092.18148279,1125712.84142035
"42.5",621909.882813168,593306.169047743,584545.300811579,175015.329445876,528814.420926177,617822.633760735,614707.527189577,551155.883541426,550193.269333106,622922.665604282,496848.438952911,582144.565932803,546660.482990643,637197.412377762,643065.933982355,146226.498046254,552044.065469313,647160.357439651,572586.781197504,582726.153621962
"47.5",337180.441413844,321446.774004281,317247.166597982,95661.8133193702,287462.168264139,335538.257473796,333723.763305385,299043.81145069,298259.593009565,338077.210088888,269635.474244454,315697.571697473,296705.618164291,345888.046913614,348727.590076879,80064.4639544466,299345.881062692,351630.032988801,311191.516150281,315492.822044879
