"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7.5",131912454.641042,125602354.697141,128791763.676711,127807922.199132,129865991.831003,129803455.57245,130056295.257163,126446370.312037,129906915.464638,126341557.680953,128998287.883555,129288758.898538,127160907.66068,132940336.089933,136511783.134083,123278220.845023,127132271.355271,133268729.593398,130659630.660695,128034217.492291
"12.5",22706400.3707839,21620221.7657145,22169212.3580642,21999872.8123562,22354130.7854825,22343362.3716597,22386886.3968064,21765503.9995439,22361172.3762094,21747465.1263408,22204769.1244794,22254760.7559932,21888503.4130512,22883319.8978049,23498082.1293641,21220152.2403795,21883563.6807455,22939850.1454622,22490731.6682294,22038821.1570159
"17.5",160857.935664989,152771.269933074,156046.54449174,155556.504239325,157917.831491829,157598.657665974,158040.045677848,153790.861620249,157800.200914208,153835.601948557,156751.105313834,156617.979399342,154937.612255078,161356.701077598,165753.606004439,149257.678638182,154248.971561376,161950.400657416,158260.944131852,155558.758690898
"22.5",1164988.13115775,1106408.87625664,1130109.42289487,1126583.6555722,1143680.32982415,1141360.80510414,1144561.84040868,1113792.79758394,1142822.90067153,1114122.49489253,1135226.92535019,1134246.82081525,1122106.99093623,1168575.63181012,1200420.88104277,1080939.98978999,1117098.17505242,1172881.74740769,1146144.79292651,1126590.98532582
"27.5",2419532.75713645,2297870.74490002,2347094.25999371,2339771.92612329,2375279.49935719,2370462.26319741,2377110.11928423,2313206.38099862,2373498.22723501,2313891.61359424,2357722.41916865,2355687.28718504,2330474.05805786,2426983.82408373,2493122.12848498,2244975.56917136,2320070.9130036,2435927.25294481,2380397.91360516,2339786.3638686
"32.5",2510093.18106597,2383873.42116549,2434945.43572591,2427352.05619506,2464187.96333782,2459191.98132269,2466084.99728931,2399785.17090102,2462333.67299463,2400502.30504074,2445968.28627659,2443862.3212098,2417701.07053945,2517826.71761966,2586437.41276053,2329004.46067861,2406902.59807534,2527107.07461952,2469498.41844715,2427357.07433471
"37.5",1728557.39952521,1641611.73702483,1676820.16998993,1671609.83986677,1696972.41915587,1693541.66485079,1698265.7081153,1652582.42304648,1695655.98812638,1653115.18087839,1684391.63506997,1682974.59688315,1664931.97630412,1733905.34324604,1781134.35956839,1603864.09764149,1657458.6748984,1740309.79026738,1700632.31381652,1671551.33142483
"42.5",939787.752376938,892421.207556585,911707.084174704,908945.243191156,922718.604296106,920889.936397504,923372.349196852,898435.505431714,921853.867977045,898871.994776772,915750.57721706,915105.517731766,905194.663429519,942779.498072731,968384.519761991,872039.861649422,900991.879740881,946312.798722955,924719.326066093,908679.591896099
"47.5",487719.643731508,462898.831444692,473266.684931277,472010.673613732,479118.993940034,478261.398690842,479334.813825996,466144.333534237,478297.734217332,466737.970758156,475182.691730347,475161.287442868,469764.45169871,489482.666189212,502589.359772106,452675.143369944,467234.183149906,491444.59106018,480184.530757009,471288.23018806
"52.5",374735.14215666,355308.546681415,363808.97012241,363107.591123382,368510.333029716,367987.358965584,368492.661626204,357986.981414031,367325.337573428,358989.490470641,365009.82009822,365459.420801715,360935.936268327,376402.876608181,386203.360326385,347979.640321697,358472.434784666,378101.035017188,369369.426355776,361682.779623373
"57.5",452651.556876464,428993.997522341,439550.210344556,438844.541616349,445339.192145319,444780.412183367,445219.785242654,432328.382903288,443610.245093296,433834.619785297,440855.169804559,441648.571767262,435982.248935641,454835.180983309,466528.397110802,420426.288398131,432727.086856798,456988.792025322,446398.181955619,436654.936420552
