"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7.5",130251347.049443,123858909.963092,126808264.653232,124700853.025159,127397790.799295,128197794.857097,128242704.034851,124787281.525169,127861398.807388,124984568.801069,126823812.562275,127331130.603779,125089125.958284,131685954.927773,134923888.369492,120187698.345518,124867361.026297,131854927.975802,128675638.993402,126271877.881026
"12.5",22420393.316916,21320046.4262582,21827714.6021853,21464973.0771686,21929200.022511,22066901.5348298,22074634.2651347,21479848.7407629,22008998.4559901,21513810.5396968,21830397.8860483,21917715.6342062,21531809.7014173,22667322.6065085,23224675.2336898,20688103.950295,21493626.7531237,22696411.1267137,22149149.078531,21735391.7307233
"17.5",154055.703802557,146155.081607018,149056.159285089,147245.032991957,150329.350489099,150989.586525685,151194.309988603,147258.455146208,150676.681201068,147640.836557224,149510.136841648,149624.571330495,147861.301460443,154987.413395958,158907.544428338,141167.348414803,146966.279295291,155367.384754442,151267.848157555,148815.704725543
"22.5",1115567.31499848,1058344.84923911,1079332.66069712,1066240.74551043,1088571.72212606,1093343.04361824,1094830.6274828,1066334.92292313,1091080.04570736,1069108.92081003,1082634.77201684,1083447.03009446,1070708.64038874,1122288.2792245,1150678.26734693,1022205.25120142,1064206.09565949,1125045.86882304,1095348.32804568,1077604.7472846
"27.5",2316887.45989028,2198043.5819418,2241632.99941279,2214443.03234499,2260821.52163999,2270731.03102244,2273820.27640211,2214638.15457678,2266030.45264661,2220399.7817503,2248490.78299725,2250178.11759884,2223721.89291077,2330846.33494429,2389808.36336044,2122986.79410652,2210216.50926979,2336573.68141446,2274895.69630482,2238043.78523128
"32.5",2403548.6112702,2280255.70144793,2325481.59463019,2297277.51643361,2345390.37839734,2355671.7932535,2358873.14139472,2297473.95079543,2350787.43336258,2303456.11269869,2332592.46417943,2334347.74187304,2306898.71411217,2418033.55168644,2479197.64062814,2202396.96303164,2292882.48570462,2423977.57782739,2359991.62161042,2321750.97587544
"37.5",1654829.31940346,1569919.34413191,1601094.7601067,1581694.49370191,1614817.59291866,1621904.05765445,1624086.71762338,1581792.49432561,1618491.67871541,1585942.44810229,1605969.25405139,1607207.80088089,1588289.20205403,1664826.66607068,1706916.86725583,1516348.16560692,1578603.72434476,1668934.35649564,1624874.42323724,1598481.74752512
"42.5",898355.980683796,852172.185787853,869238.477676686,858774.90577926,876747.632264134,880623.983844352,881727.923205443,858687.525624854,878584.573372353,861058.443855222,871804.298163874,872590.085972755,862243.885216837,903875.897882103,926646.409913901,823218.807454227,856852.372328857,906163.446050897,882222.117302162,867651.968602475
"47.5",462850.134813242,438833.091297708,447981.794639059,442761.581102534,451999.486277833,454070.06988489,454436.190573134,442364.576536998,452551.353820466,443881.670282935,449102.496843729,449791.289611448,444270.788114315,465926.116801647,477460.235921632,424238.197534009,441158.600770039,467248.919716065,454857.433843276,446743.802908618
