"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7.5",127682975.176797,121242199.855954,123836131.718404,119795120.021258,123633541.300685,125695379.697331,125497429.618924,122116270.299281,124698423.5229,122885263.413216,123454211.749948,124357025.212478,121948640.169698,129590259.582506,132415853.83368,115348330.621416,121438310.219965,129651979.24348,125581192.199983,123531009.86734
"12.5",21978368.8846006,20869698.473384,21316188.6118137,20620610.8606887,21281326.2946992,21636229.645977,21602159.0047295,21020154.4117556,21464622.9207957,21152525.2919134,21250454.8184948,21405850.028141,20991303.7007477,22306661.0656475,22793039.6738334,19855162.7131018,20903449.0937289,22317287.7291571,21616571.2288024,21263673.0559128
"17.5",155621.867619851,147478.796288465,150054.059700302,145816.002437377,150432.65366714,152590.079861663,152533.657716427,148553.494892959,151479.018300977,149633.885908195,150023.433738624,150614.329223074,148589.237272003,157128.203563784,160725.699080669,139655.342274076,147324.579379121,157372.436722673,152260.577352246,150042.186234088
"22.5",1127064.1620594,1068079.77357055,1086711.45864195,1056040.61572814,1089473.88212797,1105087.00495606,1104684.43045355,1075863.40884505,1097043.72476828,1083692.65703128,1086503.90647889,1090766.66705844,1076130.14127795,1137946.71170557,1164005.9716842,1011398.80286913,1066949.9846983,1139721.07883997,1102694.39812933,1086637.25274971
"27.5",2340769.4325487,2218266.02419333,2256962.20889455,2193262.99968916,2262699.65304103,2295126.20904763,2294289.83204504,2234431.99130117,2278420.62407852,2250692.67938889,2256530.80938264,2265384.39709089,2234986.00671322,2363371.48602207,2417492.94867803,2100547.26617819,2215919.51000174,2367056.87161952,2290157.05856593,2256807.43265989
"32.5",2428381.25782065,2301288.79975583,2341440.12879473,2275359.84754941,2347395.37010786,2381036.60425329,2380165.36133894,2318064.18850597,2363696.72910755,2334937.70074963,2340988.27029097,2350177.98224282,2318639.52285311,2451834.05742893,2507977.18137048,2179169.50585715,2298853.36940355,2455660.55209975,2375881.34703973,2341271.18786391
"37.5",1672283.50171276,1584738.04698619,1612430.20483816,1566943.90173824,1616550.21954164,1639723.15809397,1639101.02785651,1596317.34283226,1627726.07173306,1607963.32303661,1612092.20844528,1618450.15225242,1596717.16876231,1688463.8169234,1727101.2058692,1500675.99097535,1583054.13280304,1691118.62086084,1636172.30010621,1612261.78244491
"42.5",909179.077502105,861490.907675837,876706.069008809,852049.14163487,879017.681929264,891639.618900494,891217.773906897,867888.441502674,884905.269812594,874318.889296427,876421.066027124,879989.15867453,868119.51292141,918088.187346795,938999.724761633,815918.002882755,860549.840254455,919605.962355737,889706.330049485,876417.948002402
"47.5",471800.980345671,446824.434358517,455119.112876941,442505.962267192,456497.820509977,463106.176527066,462678.30793905,450399.662961844,459082.002682502,453983.696600065,454718.127905662,456848.292369077,450553.886166881,476704.889026699,487319.921630353,423499.179997714,446272.243515605,477678.538463056,462095.988133566,454478.199618154
"52.5",362453.958966937,342924.338172722,349890.483400417,340471.379093469,351216.12119857,356379.754185862,355740.474670332,346050.668593832,352500.688670376,349171.917803233,349205.937820921,351256.817000823,346220.655280885,366639.088503915,374441.996694676,325487.392727579,342405.55658349,367663.715212147,355593.315299399,348666.801050571
"57.5",437789.715517035,414016.663886159,422751.239786128,411519.509931618,424495.64327328,430778.904226077,429840.91345656,417996.399779504,425670.607706878,421965.709425629,421721.88539413,424422.000024582,418231.500313551,443070.391114691,452306.029865581,393216.950254926,413340.987038218,444456.334658911,429823.220751147,420878.460295516
"62.5",531991.552833813,503067.376326159,513745.154122755,500121.735121494,515891.220048185,523533.802587717,522367.667318836,507938.94910129,517249.991283867,512804.86738317,512456.544158899,515779.37643374,508237.97582644,538454.098818958,549642.572199337,477848.43397291,502243.929456145,540164.199409194,522370.642900814,511390.6719346
"67.5",563021.487476026,532400.876382537,543722.497620073,529302.493137123,545996.486854799,554082.048877501,552857.428183103,537554.66497062,547427.769185602,542726.308710163,542353.118231068,545876.379903721,537895.821467317,569878.008522293,581716.316550523,505741.543349023,531548.785491676,571686.679714559,552848.56034154,541204.060547247
"72.5",522928.240140388,494473.682509921,505025.834597612,491621.430647164,507138.170882432,514639.089474748,513532.231820234,499246.651499483,508467.992782213,504094.358800705,503749.417889593,507027.873092087,499622.189230328,529327.772439746,540324.817110292,469775.379435845,493731.574117904,530998.177551907,513487.649908814,502639.713594436
"77.5",442203.043008605,418111.490878186,427109.876984999,415751.627905954,428896.732295227,435221.585951816,434348.085309012,422119.286186936,430022.262020811,426309.561995609,426021.266752159,428806.004316032,422557.112785799,447678.6361391,456981.722332615,397354.061354188,417584.953884982,449071.879645758,434235.987945901,424995.870354803
"82.5",361368.826275128,341630.823653397,349112.648128006,339790.988219873,350574.028323298,355711.733613414,355104.472507414,344857.189333874,351495.680208828,348437.486704729,348207.560896577,350504.113003442,345421.138161352,365952.658977065,373561.74492675,324887.003015553,341373.519401299,367058.573306641,354885.719526994,347220.664646961
"87.5",309130.482319272,292176.917369319,298753.540818969,290723.977350588,300005.716803758,304358.122729523,303984.733131493,294868.439449071,300797.29739565,298148.388821851,297959.041514061,299951.323067494,295637.23447047,313201.667919114,319721.008085929,278156.16468055,292196.487978972,314103.885703264,303622.33546965,296908.594824215
"92.5",293134.239900458,276988.451948064,283405.823833771,275732.126153218,284596.721732995,288680.008794181,288474.85295006,279466.125536349,285352.4337636,282808.214682005,282634.803314554,284549.475185766,280498.749756164,297148.61836113,303344.62891241,264008.473933259,277259.251176392,297962.358067387,287949.547576784,281422.174051468
"97.5",302690.644549594,285972.37598752,292727.397903833,284753.744360449,293963.481556004,298148.326010405,298039.162239713,288466.179929658,294752.508913493,292105.906763864,291927.365769623,293914.41703785,289774.068944507,306944.687751625,313362.345880006,272805.276199209,286447.776917302,307764.086300922,297363.193689688,290508.43062581
"102.5",318497.834551297,300895.559449235,308056.53374311,299626.680708047,309369.702419024,313758.918689449,313679.027634082,303462.745367589,310216.554551247,307432.68529135,307235.215793588,309309.405891267,305006.180183202,323018.168114439,329803.994281098,287170.352444863,301520.028390869,323894.185464831,312900.478907629,305639.386752014
"107.5",325078.237256438,307138.538735034,314432.694535489,305785.090902923,315797.687469921,320278.282556306,320165.590632191,309688.887880346,316694.746584124,313878.50400622,313651.600021394,315714.315918292,311409.179657101,329676.985734905,336664.805995278,293184.213299515,307864.47523921,330631.226899251,319355.502089765,311955.280593216
