"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7.5",132434543.485655,126160246.548815,129383835.850903,128772407.953388,130658942.509204,130306463.560131,130622955.601048,126980394.211423,130522067.634244,126799157.994513,129643455.075922,129877671.636887,127814810.569535,133313651.401741,137021336.042945,124229701.596173,127835161.671509,133708760.030115,131275504.89859,128583010.366807
"12.5",22796268.9486345,21716252.9210224,22271127.018208,22165891.9271771,22490622.9574079,22429946.3638821,22484426.8397928,21857426.6409616,22467059.9325225,21826232.9035767,22315823.2112671,22356131.7082563,22001061.2348194,22947579.9320325,23585792.8009659,21383932.7760005,22004553.9009512,23015594.0497863,22596743.070897,22133286.2310037
"17.5",161507.03205075,153446.703689797,156761.523523416,156727.559079038,158866.77629371,158214.961919858,158722.842780795,154433.002117283,158548.455439323,154391.211520616,157534.352677851,157337.401903483,155733.729177159,161836.440635424,166383.292669669,150413.030667465,155109.87217817,162513.928700673,158982.371033585,156232.248993751
"22.5",1169689.51728632,1111300.43875771,1135287.31534228,1135064.66849102,1150552.3217282,1145824.38666152,1149506.62111074,1118443.10050513,1148241.95438002,1118146.33064701,1140899.35649615,1139457.16710204,1127872.69981188,1172050.87265853,1204981.56003439,1089307.28334294,1123333.2352392,1176963.8924505,1151368.6423948,1131468.7729125
"27.5",2429296.9509145,2308029.90943557,2357848.08179477,2357385.90837976,2389551.74234147,2379732.55076601,2387379.79502921,2322864.44551593,2384752.9277195,2322248.61450536,2369503.35445915,2366508.53400403,2342448.69872509,2434201.44926678,2502594.08667901,2262353.39023192,2333020.34344288,2444405.32800881,2391247.16496874,2349916.92671581
"32.5",2520222.96973159,2394412.94519702,2446101.69987126,2445625.21988071,2478994.22809522,2468809.17139607,2476738.96269833,2409804.40250556,2474009.782552,2409172.1477341,2458190.35199433,2455088.81947712,2430123.82987319,2525314.36639397,2596263.96834126,2347032.87151312,2420336.71569437,2535902.1825407,2480753.46393728,2437867.01574665
"37.5",1735534.02572072,1648870.40810648,1684502.46895871,1684192.95887002,1707167.57287324,1700164.0120401,1705601.90591981,1659480.08114863,1703697.63978579,1659085.90682112,1692809.41082157,1690707.0379985,1673486.32864888,1739060.88598598,1787901.79664712,1616280.2097235,1666710.00944129,1746364.66023768,1708381.2689218,1678790.18807426
"42.5",943583.925591484,896370.284608305,915882.38328883,915784.353259435,928257.490603389,924488.657188686,927358.73610579,902178.051202494,926229.692189586,902119.318116235,920331.480226519,919314.780232871,909843.670890423,945579.566649989,972065.564317762,878793.985545301,906021.778011683,949597.873095639,928925.699228686,912619.999864936
"47.5",489697.481450557,464954.923159134,475429.93490164,475554.65071551,481983.378057873,480124.674275716,481398.166479932,468067.609909167,480577.927813402,468426.078187834,477570.781780134,477358.916690498,472172.510356358,490928.526973932,504503.95727118,456189.543963708,469844.791560175,493132.298298809,482350.995561786,473345.082639943
"52.5",376266.324219159,356898.220044181,365465.73218706,365822.699019511,370696.103838914,369412.53573799,370069.897778287,359436.490928534,369091.114038235,360290.78917567,366860.687781062,367167.518501113,362779.264286458,377502.949005092,387680.743282669,350693.623149575,360478.630202199,379372.277143338,371009.46295328,363280.86708795
"57.5",454507.334559274,430919.544960667,441548.560650886,442119.992147076,447971.338193906,446498.482272173,447120.552775683,434064.173972882,445750.611717352,435408.847197063,443099.531809374,443722.335296735,438205.144784418,456158.126474172,468316.322949742,423711.946058421,435150.525580831,458510.661661962,448366.051514145,438594.88456606
"62.5",552322.503951149,523621.084227027,536593.169559367,537312.925261685,544417.578364563,542641.654780908,543368.315881793,527456.014367431,541667.920016054,529153.654574647,538454.454825135,539256.775625683,532513.430554635,554360.314880338,569110.292849375,514923.069838462,528749.409219263,557236.100764963,544898.668574118,532941.557841232
"67.5",584624.061296803,554234.370419965,567983.325643986,568746.593857697,576267.738032735,574388.366215887,575161.329685503,558292.348313858,573354.291832775,560114.233480017,569954.442858679,570805.949812745,563667.05076983,586793.044558302,602403.574920255,545057.867193927,559673.300306273,589837.601539948,576772.504543219,564098.200778965
"72.5",543360.21023314,515100.320066211,527910.888739819,528617.428896636,535611.759336404,533862.544864077,534598.026726071,518865.300345839,532909.37047095,520605.72723774,529751.348347279,530536.912082852,523908.774396642,545398.420824261,559908.197713119,506632.614276183,520185.814127272,548225.271639584,536069.222466286,524265.244684038
"77.5",460503.770798222,436521.946297986,447445.098044836,448037.976346878,453974.177851886,452486.541283323,453145.027077902,439699.168641336,451695.067495115,441271.59380395,449022.470031257,449676.119910425,444072.980681508,462277.172215443,474576.63387953,429471.567294204,440894.854604865,464667.201821321,454337.74871483,444283.735743888
"82.5",378355.782059628,358598.462734962,367686.19764911,368163.036510698,373055.106208879,371823.936192449,372424.972614743,361185.242161912,371201.787795325,362644.86193698,369012.673924108,369528.656074859,364949.835547169,379891.547908876,390001.079257913,353022.240191578,362299.452982896,381845.558373772,373312.240992515,364965.992208242
"87.5",326656.755573187,309525.66247557,317526.713840508,317923.838159552,322169.063488555,321093.649331101,321694.123368361,311725.467311652,320595.533578846,313218.61137137,318715.161206308,319130.713017418,315212.692564111,328090.351246151,336825.072455524,305009.806235322,312870.694281717,329764.790094372,322333.211946621,315009.572947468
"92.5",312959.802194073,296472.187993127,304295.502316578,304659.686718682,308753.015776529,307709.185755938,308365.249589513,298542.29457712,307273.077845476,300219.561893401,305482.583194906,305846.968499164,302132.635183931,314442.1308371,322820.104933363,292454.647813211,299834.006892802,316035.702688156,308848.742914147,301711.376516424
"97.5",325639.803591254,308431.708364164,316681.806373694,317045.326718008,321334.055773911,320236.261160759,320969.048483105,310550.318887462,319815.058653132,312494.188894461,317963.137508795,318309.693260249,314482.372742352,327256.044890711,335987.875489476,304481.335572703,312052.070147666,328912.652073021,321383.399838051,313870.140080246
"102.5",344239.720338721,326027.742968006,334791.018254872,335158.785181914,339733.391295669,338562.510052802,339340.493296825,328229.657380725,338140.038287951,330430.467209798,336195.499042808,336525.715020274,332520.332414648,345971.509980343,355227.881982897,321978.295512356,329935.529949113,347737.470657679,339747.015717725,331764.669121512
"107.5",352641.798820969,333993.084777269,342948.912371044,343301.257100901,348058.128416907,346845.592674767,347592.136471452,336193.259455991,346433.420143214,338589.686834981,344462.056366421,344745.721338227,340702.80612233,354388.663139013,363920.455729062,329899.914506006,338059.973490987,356237.444009473,348031.974184569,339854.023861731
"112.5",347771.656797299,329415.324993739,338165.177693965,338472.293914787,343285.960244415,342069.529357506,342691.42859815,331493.525772348,341690.840750931,334049.977895888,339780.816212191,339969.957212676,336082.401137595,349414.694552637,358903.097499353,325395.360731029,333500.558433643,351313.529547007,343203.197521012,335169.589292498
"117.5",337837.699768482,320066.429183487,328425.528921846,328663.14803284,333525.431207761,332312.022717285,332734.112650918,321947.829468632,331987.51742097,324706.382273532,330180.815403736,330229.718951986,326601.803350096,339301.273533683,348653.510231705,316158.938635333,324137.112517527,341262.265978064,333362.367005958,325616.703486757
"122.5",334224.514758165,316721.735618771,324812.913919639,324973.82995492,330011.408838315,328768.876667996,328963.794866079,318416.227910058,328513.00036135,321474.141982932,326776.437519593,326665.534964502,323254.102801801,335505.577062748,344922.609537403,312841.094611676,320873.470084206,337586.035952544,329749.278810969,322160.352233579
"127.5",340142.365841953,322409.215330054,330470.545504464,330565.068301284,335902.431006763,334589.226813837,334586.51819787,323981.266832648,334424.633571471,327390.098050081,332680.566484634,332434.141838216,329117.620027128,341285.222758272,351021.208108809,318430.639776944,326757.59427466,343526.367744549,335539.929084728,327884.474597348
"132.5",348834.764377819,330717.179838632,338851.284864552,338899.216815811,344516.652958072,343114.448580616,342988.181711828,332231.040795109,343093.638817312,335912.614866859,341265.053571381,340953.977266547,337637.45982856,349884.821339957,359970.924964226,326585.510330687,335280.300931857,352252.713260643,344074.118376163,336265.785226058
"137.5",352804.968640529,334541.360366627,342674.624634379,342693.438854923,348446.657188433,346959.993795622,346797.365763319,336038.468618314,347169.073571254,339817.583060475,345191.622854281,344911.796806574,341560.365016302,353785.754933603,364027.031746375,330277.860198825,339244.73816293,356186.32056651,347955.990381012,340071.829877608
"142.5",352582.953793292,334386.133776981,342444.652033821,342437.717055171,348216.301592851,346650.18617812,346514.190293168,335906.5754843,347171.250446443,339633.22594793,344981.942029491,344813.71258599,341411.833307535,353512.090460387,363728.818570235,330008.346104423,339171.021817379,355870.468623168,347707.339416257,339816.132141005
