"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7.5",131192102.329291,124822395.4397,127958108.433003,126448339.417745,128771181.8096,129126259.785029,129279505.174048,125703972.012289,129045168.52036,125715993.691788,128071515.254828,128451580.328055,126261032.113472,132420364.971288,135836162.83028,121927822.856884,126129857.160273,132652705.459748,129810661.264108,127268725.453654
"12.5",22582404.1861416,21485965.6335779,22025713.4388606,21765844.7094386,22165678.9352975,22226795.0479531,22253175.8593642,21637713.4237288,22212837.9125223,21639785.3798241,22045241.669944,22110655.2066892,21733605.7016007,22793815.5181021,23381785.8695484,20987705.246624,21711015.7709956,22833811.9205042,22344597.1924242,21907055.1233723
"17.5",159963.899050014,151825.466719531,155037.072140064,153903.054962067,156605.700412722,156771.39112338,157102.9194503,152897.121604421,156753.101142762,153075.941852698,155626.754381388,155594.77051467,153838.919383704,160689.575604144,164920.302233686,147622.226324841,153026.471010539,161165.249919814,157264.211551623,154619.523464926
"22.5",1158512.70021789,1099559.21973371,1122798.71248695,1114608.95758289,1134178.17986525,1135369.41007859,1137775.1839071,1107320.40703111,1135239.56851951,1108620.8807924,1127084.18076843,1126836.31543432,1114149.83761138,1163742.99795147,1194385.50100117,1069095.85402965,1108244.4043338,1167194.30539342,1138927.37870541,1119788.53304142
"27.5",2406084.09689106,2283644.86701619,2331910.84547375,2314902.00212555,2355544.75457336,2358018.90240838,2363015.10181654,2299764.07589648,2357748.59390896,2302465.45572058,2340810.95406443,2340296.58510771,2313948.06974701,2416947.06777194,2480587.40222249,2220376.7841154,2301682.75700811,2424115.18310588,2365408.28272909,2325658.51200831
"32.5",2496141.01858851,2369114.96952189,2419193.7838758,2401551.36307171,2443714.78285799,2446282.97619876,2451462.52413499,2385840.11697795,2445994.38131147,2388648.44855105,2428423.63826967,2427895.29294426,2400556.67313312,2507414.44850547,2573433.4427514,2303484.77248732,2387826.24596924,2514853.23064076,2453948.04794375,2412700.17566038
"37.5",1718948.51187511,1631447.72157504,1665973.28917141,1653842.90607367,1682875.04305732,1684652.57488188,1688196.70266988,1642981.63798172,1684403.0144143,1644951.92086918,1672308.36213862,1671977.34368154,1653126.48461793,1726735.95455017,1772178.75476488,1586288.91873138,1644322.20831252,1731873.37579361,1689925.56562059,1661456.36588361
"42.5",934560.419049782,886892.503434376,905811.24897344,899287.642196889,915059.118071791,916059.360146277,917900.468541962,893224.680794269,915731.89171169,894433.056923387,909176.277702448,909120.172559587,898779.50878334,938885.186314742,963513.561978358,862479.883828099,893851.027311365,941734.008679723,918905.420941562,903185.093612026
"47.5",484998.971053159,460022.864130954,470210.517473396,467003.64630556,475156.518718051,475760.165928473,476501.257810857,463462.481979235,475110.818560659,464432.526821284,471758.775017148,472039.281331271,466443.426400072,487470.556267992,500056.6282332,447702.205695358,463531.375380403,489088.212161213,477185.23531355,468421.675224486
"52.5",372633.047917248,353088.779725678,361466.121586295,359267.848191384,365484.468066606,366073.998715624,366324.717952458,355959.703206413,364862.105231046,357215.458304717,362361.119992286,363037.149179047,358396.503942794,374870.153636176,384250.137326346,344141.447296633,355631.995467429,376320.077434368,367091.615273728,359457.830515381
"57.5",450106.076181528,426307.26149901,436723.110850438,434210.334901414,441694.206137832,442473.711271988,442606.065579261,429897.408178184,440626.97172424,431690.201689817,437646.014399101,438710.024914975,432921.399151552,452990.93144957,464165.213025361,415780.747828039,429298.611736733,454853.399476363,443661.077537382,433955.22238462
"62.5",546971.531803058,518014.013302115,530730.42970378,527702.205401244,536792.896176971,537751.882432762,537884.368724618,522398.060628606,535438.612655047,524633.40803876,531823.434264962,533161.567395248,526094.518508091,550514.150779054,564064.799835166,505281.928246569,521639.250504298,552797.127248817,539186.042165432,527298.919496086
"67.5",578959.225015422,548298.542030276,561778.224454683,558572.970601427,568197.536144092,569211.879538247,569357.989595437,552937.644342677,566759.762739884,555327.693801397,562933.781467017,564353.973273719,556873.099490679,582722.960291456,597063.779315429,534852.509790606,552149.492549541,585139.388147105,570725.854258861,558123.636567619
