"","h","Agg","nc_yield","mpa_yield","nc_prop_msy","mpa_prop_msy"
"35",0.1,1.5,25021.9862534545,20390.2045001491,0.968037066930983,0.937197471390402
"36",0.1,1.6,25317.4851594521,20564.8466511052,0.956814723548785,0.923861073657465
"37",0.1,1.7,25545.3081807432,20700.3538955812,0.944981510810797,0.91236051431419
"38",0.1,1.8,25724.2543917246,20807.1509128328,0.935385588100673,0.901780410873133
"39",0.1,1.9,25866.9884930108,20892.4438889115,0.925031044700541,0.89252377148623
"40",0.1,2,25982.3268800183,20961.3477952222,0.91702589851945,0.883790362672524
"41",0.1,0.6,2358.00323894174,7148.83991927783,0.187807906795005,0.6480026371124
"42",0.1,0.7,6792.52303403379,10837.3022838489,0.443954527269724,0.813094005098353
"43",0.1,0.8,12689.7032410636,14181.1381794169,0.723335722869293,0.935496172040927
"44",0.1,0.9,17443.1585740073,16456.2343361134,0.899323768018571,0.988094715651968
"45",0.1,1,20387.3291336267,17893.8239305871,0.974106116156841,1
"46",0.1,1.1,22191.7360613966,18813.4725844319,1,0.993994807058493
"47",0.1,1.2,23331.3519392512,19426.039238518,1,0.981672769491082
"48",0.1,1.3,24093.4939108851,19852.6034147165,0.991137473189387,0.966239857552347
"49",0.11,0.5,185.439451423326,3710.0049612629,0.0203120048611966,0.454573284899669
"50",0.11,1.4,25063.8975116328,20738.3256312742,0.998825125732539,0.977787383790188
"51",0.11,1.5,25609.6093992817,21044.7495408977,0.990770713284449,0.967282405413316
"52",0.11,1.6,26017.8686017916,21278.3222379196,0.983284066200301,0.955913455707555
