"","h","K","nc_yield","mpa_yield","nc_prop_msy","mpa_prop_msy"
"313",0.23,1.8,17046.870372743,32661.4789582216,0.344365814501372,0.786414515696993
"314",0.23,1.9,23202.5350095688,36729.7840284007,0.4367091324955,0.825838872183225
"315",0.23,2,30017.0205811236,40680.5728953012,0.529713627967071,0.857604640314666
"316",0.23,0.3,1.45718754627162e-21,1.16575003702854e-21,2.99023679922724e-06,2.99023679925604e-06
"317",0.23,0.4,0.000411692757718975,450.729394876427,2.07215722023339e-07,0.242696119915755
"318",0.23,0.5,0.00381800297758652,1525.4747024673,8.36405570072177e-07,0.373821627610897
"319",0.23,0.6,0.0276705825385768,2721.04440432243,3.67313192545403e-06,0.411079272910196
"320",0.23,0.7,0.178050922872076,3965.47396233026,1.66246900972794e-05,0.425027112269128
"321",0.23,0.8,1.02141216377687,5284.50997199353,7.27778943878503e-05,0.435758292755325
"322",0.23,0.9,5.395376499094,6712.50640417925,0.00030907949143992,0.447827044435353
"323",0.23,1,26.1977675388057,8295.05476858682,0.00125172872924852,0.463570827608711
"324",0.24,0.2,6.89508669188517e-27,5.51606935350813e-27,1.39104526228321e-06,1.3910452622832e-06
"325",0.24,1.1,47.5047505750629,9827.59306612126,0.00194604589595606,0.472030032045519
"326",0.24,1.2,169.519234770691,11754.9475435544,0.00605477253711642,0.495019072451254
"327",0.24,1.3,500.479835932931,14001.1549885518,0.0158371614857307,0.52418910736599
"328",0.24,1.4,1259.46705817236,16622.4447449031,0.0358508642660548,0.559806068666454
"329",0.24,1.5,2710.22734621492,19623.6144993602,0.0699012061997764,0.601308400747231
"330",0.24,1.6,5018.09882756559,22978.9286754623,0.118529516562318,0.645194992144216
"331",0.24,1.7,8227.88521065391,26657.4653176731,0.179040576525464,0.691128245787159
"332",0.24,1.8,12358.5072619141,30587.9940352558,0.249655645066383,0.736489690076422
"333",0.24,1.9,17390.9477683222,34639.2044387364,0.327325687044386,0.778833915954714
"334",0.24,2,23356.4082508011,38676.2929951593,0.412173077516968,0.815351554369319
"335",0.24,0.3,6.77877361762263e-22,5.42301889417667e-22,1.39104526228689e-06,1.39104526230702e-06
"336",0.24,0.4,0.00019573246407919,445.490590571767,9.85172634376591e-08,0.239875275541743
"337",0.24,0.5,0.00173599416439107,1519.62949553656,3.80302267241116e-07,0.372389244127226
"338",0.24,0.6,0.0121603854216443,2711.29719118743,1.61423055896259e-06,0.409606721678738
"339",0.24,0.7,0.0769092454441635,3943.98298893452,7.18104882861765e-06,0.422723668481824
"340",0.24,0.8,0.437613729618982,5240.31564495439,3.11809541009548e-05,0.432114048614977
"341",0.24,0.9,2.26357483701958,6628.3622986313,0.000129671128526377,0.442213343110505
"342",0.24,1,10.9715055945387,8141.38671066425,0.000524218284456958,0.454983056849444
"343",0.25,0.2,3.17061844086719e-27,2.53649475269375e-27,6.39654576912972e-07,6.39654576912971e-07
"344",0.25,1.1,20.3622575072792,9618.75943015828,0.000834145789100139,0.461999524350242
"345",0.25,1.2,78.1391072823161,11406.1919458372,0.00279091939913334,0.480332433327218
"346",0.25,1.3,246.993507112939,13447.1351179856,0.00781585146339201,0.503447162744094
"347",0.25,1.4,661.436195161814,15806.0997136583,0.0188278519073079,0.532313427864825
"348",0.25,1.5,1534.84523259668,18517.9115999716,0.0395861746573848,0.567427362055067
"349",0.25,1.6,3089.8011254589,21574.0365771477,0.0729823477494204,0.605748882225982
"350",0.25,1.7,5446.26591745358,24949.7592034708,0.118511934088392,0.646853821457469
"351",0.25,1.8,8632.99001494309,28617.0682514723,0.174396037106706,0.689034256484102
"352",0.25,1.9,12664.182907462,32511.2548550092,0.238360348513697,0.730988726259909
"353",0.25,2,17519.5062570487,36517.5045720061,0.309168632993811,0.76984120784793
