"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200"
"Surv",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7.5",120058235.729245,118554490.985862,123159580.751914,122825247.622558,117617897.860319,109644300.037482,122212776.006926,120994003.994031,104103053.987816,124414532.5014,107690330.247801,121709099.389705,118221654.915973,111014935.583493,123426253.991641,120119046.047868,110231731.761254,119471542.12988,117548840.811215,109817679.285392,123076858.531046,126105286.713936,122539821.142146,117237201.76952,121344029.44107,123102231.977102,124371044.317651,127186692.12738,117831070.343673,124593700.979385,111503217.961482,125660983.426535,121025012.092296,113091018.802488,109373808.270333,122645262.633679,133549381.662562,117080266.170012,114561103.337041,129244717.70719,111831096.113528,120784119.116475,116446986.353736,119741456.579577,109995893.790141,115602739.129971,121949663.685025,123177472.070762,122734605.460709,112652083.574789,115530234.80323,126017314.885378,108282175.6675,122974642.493444,122074700.522401,115686545.45074,124404555.138426,125709149.435575,103411679.199827,118433727.814282,124802275.196071,116740273.646622,123662232.348323,121377518.300948,117991943.993542,129817256.588517,118755438.207447,124629188.866007,114564602.404378,122151180.546836,114558328.919144,121861780.389122,116591859.527497,114240282.026034,123094925.656256,122593112.73083,123679552.355371,125444893.125978,104600365.859585,117296024.332022,119696478.342799,114266963.440779,123225229.82018,115743788.276454,110149151.642771,106268643.836721,128739250.193546,119588226.081739,124574031.202666,125467134.899702,117200814.667921,108229211.499713,121012356.605118,118599488.24506,121077251.426138,117151146.391072,122160445.46248,126146272.477386,110917228.76091,109121891.643912,119137829.641962,123373658.094468,108296471.056247,121468489.009376,118422646.179113,108010465.885956,115099437.499294,123008605.917181,122249061.270476,112036099.22706,119824923.846668,115472659.290338,118121078.0957,115962605.331449,121866206.400322,123913982.989643,118189005.594108,112928306.441209,116985853.353213,124807809.249466,124753308.944473,122672628.334774,106369776.496399,122168638.772353,110367532.477603,118815911.607414,107978892.131864,111732593.736529,125916311.046333,118274316.36897,125672249.436285,123983172.304512,121925654.847271,121391479.087705,127883741.510368,121459095.89637,118010848.750534,123288253.731241,111159088.781383,120517661.355652,114084189.652584,122303452.419336,128174106.669841,121927007.972004,103401382.635805,121830274.575537,118022506.840143,116524576.936394,122521778.36493,122168688.157275,120700833.430964,117558582.52502,121813049.204932,114944021.437982,122867309.511365,112707322.340284,114621212.938457,125746877.357489,116491563.451244,120359328.378548,112661695.739356,123577016.950346,115323133.427662,111702835.819513,117597294.183863,123738426.326745,112504387.904942,119680312.774198,122075523.605348,118040681.567481,123392774.377399,116914006.146324,122490008.38071,114809846.658868,125189207.551154,117952230.758803,115666242.017025,111139756.042717,120443018.838962,88474525.3966725,114847923.849776,120421156.127753,103314062.983207,128099202.868694,127171185.820151,117362173.698039,120133297.137583,121122839.218633,121105576.1438,105876049.798163,116528173.743684,122933927.663932,119535189.150491,121812775.206867,124356562.284465,120666570.998026,122594647.625847,110717049.131968,119987218.841559,120546375.191633
"12.5",20665825.7295728,20406984.2053151,21199671.7004629,21142117.8568918,20245766.117207,18873254.5089526,21036698.4084423,20826910.7568826,17919437.5901309,21415686.5529678,18536922.6155966,20949990.0562073,20349690.4243833,19109179.2767101,21245565.276616,20676292.4830849,18974375.8666373,20564836.2795993,20233885.0412373,18903103.0794157,21185428.733727,21706721.1050899,21092983.800574,20180234.2747336,20887151.9489621,21189794.4804469,21408202.4842021,21892854.5142326,20282469.9144033,21446520.6389523,19193233.7206282,21630236.2793364,20832240.2688869,19466540.4660806,18826704.8021301,21111130.6913181,22988075.3243869,20153221.382348,19719595.116745,22247112.4442614,19249680.5774635,20790780.3510654,20044219.6149689,20611302.4374154,18933780.4996889,19898892.0657952,20991410.4364111,21202745.6552525,21126522.7410833,19391000.4650099,19886416.4979077,21691575.3158232,18638793.8952324,21167832.1726833,21012927.5743931,19913314.9885267,21413957.8729672,21638532.7379318,17800424.8184245,20386205.7284118,21482432.0377948,20094697.7810994,21286184.9586216,20892912.0748775,20310151.6258675,22345653.8398505,20441573.9942233,21452634.3350702,19720201.1514639,21026094.0509619,19719123.3959575,20976278.3292592,20069162.3437872,19664366.895508,21188535.4357926,21102153.978434,21289176.0078685,21593035.0788302,18005040.1648105,20190358.2863456,20603553.8405858,19668970.1315425,21210970.6671085,19923181.4278212,18960160.0922281,18292208.9839684,22160103.8749945,20584918.8363071,21443136.9960404,21596870.778604,20173977.5295231,18629670.6460442,20830060.4954006,20414728.9610222,20841228.8344683,20165419.2136706,21027683.4358693,21713770.7347406,19092367.4456679,18783329.3033284,20507394.1691805,21236513.6079904,18641259.6870083,20908580.989093,20384281.6886389,18592029.8617033,19812262.7122533,21173680.878204,21042938.814713,19284965.3412141,20625660.5521413,19876499.5581345,20332385.610764,19960843.0904464,20977037.8736051,21329523.2008635,20344078.115837,19438550.4807128,20136981.84276,21483379.521204,21473993.9274538,21115841.4945596,18309608.6221094,21029092.9255309,18997748.4448338,20451988.8227467,18586588.943886,19232722.3358696,21674185.4975804,20358759.6975385,21632179.0301544,21341432.2887199,20987269.4717488,20895319.9877369,22012846.3957611,20906959.7748437,20313399.0396559,21221806.7615751,19133996.1949279,20744904.7701004,19637504.677537,21052300.799317,22062828.6811325,20987503.957261,17798656.1831459,20970850.8559229,20315409.5736686,20057576.1390924,21089883.1981201,21029102.3961021,20776435.0728675,20235556.8026935,20967887.8713432,19785503.9587438,21149354.95225,19400500.5780848,19729943.9624321,21645017.464312,20051888.4292513,20717654.5208731,19392648.6495237,21271517.4018492,19850768.038515,19227603.6056305,20242220.8345141,21299295.286847,19365572.3858909,20600771.412821,21013061.9510524,20318545.4108497,21239804.0566916,20124603.2640964,21084412.2938017,19762413.7518128,21549023.8180123,20303315.0574688,19909816.223754,19130676.699111,20732059.5084111,15229269.2306958,19768974.7554196,20728299.6975152,17783624.4522474,22049927.08017,21890197.5409597,20201750.9681795,20678743.9945708,20849074.3649956,20846107.3870856,18224614.2835302,20058191.6231227,21160826.7092902,20575794.038993,20967831.4682893,21405697.5452282,20770549.2068584,21102420.8039134,19057912.6737358,20653602.3092279,20749851.56674
"17.5",141413.199852733,139678.326813059,145455.015479923,144779.709640692,138529.02242187,128961.231263268,144451.808907382,143117.238393597,122874.560442238,146802.443266653,127170.822619801,143257.601518708,139152.44840535,130262.406831293,145187.725837774,141445.673040396,130011.126108535,140666.386751758,138810.718004461,129446.256100828,145117.711533778,148930.325024783,144249.416892091,137956.997555802,142951.895081038,145033.817666426,146852.432165732,149536.485908163,139406.545261629,146609.647582427,131184.90684869,148023.723579266,142657.827583411,132801.082252473,129296.187363301,144191.140761007,157054.308052871,137815.482719368,134939.352069296,152367.269661559,132109.128868152,142710.020648795,137427.676912318,141316.240329598,129722.072022684,136068.548089033,144266.053001732,145120.643316016,145125.768400665,133196.777191371,136277.296484084,148636.733561044,127614.721907638,144876.330014425,144060.696704412,135992.900129535,146089.525745267,148426.84866086,121732.135143187,140077.263949707,147426.270692393,137407.713635971,145486.3021452,142719.351675557,138989.503553027,152376.364691185,139940.312127189,146969.444771247,135176.020142704,144265.455799747,135300.026767781,143875.598633928,137938.705209263,134268.151757508,144938.319263366,144125.82117689,146112.442398102,147444.499800857,123425.897508951,137950.631940349,140863.638568826,134954.635322368,145450.284507634,136878.301221701,129844.116888347,125722.787441071,151672.42599306,140651.392123538,146720.287892352,147918.177668429,138326.856789361,127151.42821778,142558.030530626,139687.857024431,142502.735365626,137718.372345091,143940.064838474,148647.399667499,130558.83825152,128210.674108709,140297.012715343,145234.842456363,127949.302446073,143447.565675234,139034.278704338,127657.568578574,135774.711332472,145073.530928991,144155.971900285,132178.324871597,140838.781052219,135812.805037874,139509.94722184,136906.598553351,143736.815048836,146030.772822425,139591.868808118,133728.242144581,138445.131459965,147115.047590566,146779.053529615,144242.003263766,125312.822142535,143897.498980129,129982.575322826,140350.340085693,127242.108428183,131814.882003888,148277.531200302,139498.985333861,148255.794434879,146075.833653256,143721.96972973,143035.895315381,150830.82886543,143164.875988324,138594.937104397,144757.505468298,130655.519195205,141788.448488612,134471.899340971,144191.692189125,151250.236976124,143821.322869433,121952.254702684,143569.179549575,138845.766999668,137564.329861768,144547.686937149,143957.952124752,142040.683361639,138504.848915213,143676.385119432,135172.81828019,144636.945407303,132749.444154392,135139.619826773,147883.181458761,137211.394950308,141843.069759711,132811.208685739,145430.315488122,136048.811324738,132000.895276815,138583.386630021,145260.378525442,132712.980509208,140855.725879442,143606.958001241,139327.416007578,145253.050836649,137650.712477023,144368.063239559,135358.712131862,147163.66969692,138901.464456652,135726.086024265,131148.417910294,141892.329968254,104248.949095723,135821.579988082,142081.683842674,121771.410360855,150646.157426963,150275.037584498,138419.638248785,141365.781072634,142458.493927802,142721.132828862,124212.370871796,137341.868928939,145005.759689309,140871.55603254,143100.71389962,146080.49767977,142734.144577247,144290.869521855,130477.720550201,141381.597405201,142086.042842062
"22.5",1023999.02389113,1011437.72894045,1053279.77707655,1048380.19317571,1003113.84212039,933825.730913264,1046019.13279441,1036358.71988908,889765.960610673,1063032.28921914,920878.405853445,1037351.27772195,1007625.20782911,943237.151733136,1051324.51780447,1024232.83107615,941440.352931044,1018589.31810235,1005165.96728129,937347.411633727,1050829.12674351,1078445.30523939,1044533.64217902,998967.482934478,1035141.81467128,1050217.77413857,1063397.70100544,1082811.96668103,1009489.39657084,1061622.52282155,949928.923477067,1071867.42036478,1033015.18707256,961623.329910006,936273.362399808,1044105.4623093,1137250.6863703,997944.242803887,977120.755392877,1103324.01422413,956639.661854503,1033404.54606929,995148.219287215,1023306.29894346,939346.891901832,985294.137428229,1044678.27927004,1050846.437975,1050901.43703081,964519.627284027,986815.717758665,1076312.89249367,924084.148973371,1049077.13763421,1043179.26946534,984740.432726644,1057846.13282005,1074798.28722563,881482.311372558,1014344.87944187,1067555.21057236,994991.244193419,1053487.27737417,1033448.71265571,1006448.92898005,1103367.26506006,1013335.67462931,1064238.65410238,978842.389477699,1044665.86039048,979744.788067362,1041841.17153357,998860.240377719,972250.509130765,1049523.32414344,1043632.36363923,1058041.81687403,1067662.14073258,893757.147247219,998918.820471711,1020015.37023883,977243.676710467,1053242.69821022,991179.559398511,940228.655607742,910400.604751582,1098289.12806251,1018475.57879956,1062428.22770272,1071107.32446982,1001659.71799993,920715.751354223,1032289.66205404,1011505.27078692,1031884.7997293,997234.909542086,1042298.24618603,1076385.35063721,945397.627180085,928386.208577247,1015915.43840464,1051669.40536532,926517.706668275,1038742.92089223,1006757.46824665,924406.72916996,983176.543803808,1050510.4393582,1043865.4651899,957134.882148271,1019829.38741823,983438.775680668,1010230.07054225,991376.684070959,1040831.34279085,1057438.30868155,1010823.33089689,968375.033043891,1002528.78379686,1065290.81731727,1062848.59323283,1044474.41601437,907413.990634489,1041988.24668142,941227.219155435,1016316.24780774,921385.475191979,954502.905287742,1073703.70861221,1010144.19936163,1073555.3283544,1057763.36793046,1040720.95385704,1035751.03409199,1092200.6000411,1036686.66950738,1003577.65270877,1048200.13569272,946091.318912454,1026710.63235772,973739.026354024,1044123.14950782,1095240.2322874,1041443.71262414,883084.121653824,1039613.18701526,1005402.00707907,996139.283460012,1046704.31199999,1042428.04146706,1028538.36307172,1002940.32916465,1040393.82910285,978803.939258538,1047339.87204277,961262.990177646,978575.316950814,1070841.54474154,993572.972402676,1027114.34910093,961714.180515028,1053083.35814483,985161.717844203,955857.364149992,1003510.16017672,1051840.60868999,961005.829550071,1019958.44832433,1039878.23568652,1008905.35843148,1051801.10157544,996752.159963079,1045398.81317624,980161.700116086,1065629.27983196,1005810.03102236,982800.155977597,949677.997062666,1027469.37844637,754887.131366871,983527.597559615,1028847.81470721,881771.950822236,1090848.48614365,1088185.63198788,1002328.2877953,1023651.05986199,1031561.11654847,1033472.54202279,899427.823758296,994520.694532106,1050020.38873889,1020079.40493973,1036205.75731522,1057782.36509502,1033584.75259823,1044833.0185429,944815.4928064,1023771.96175526,1028874.53018845
"27.5",2126712.18411305,2100624.22170143,2187525.27755106,2177348.9796233,2083336.68866615,1939434.23428122,2172444.5944965,2152382.11394081,1847927.69045199,2207779.25620523,1912544.57139007,2154443.03781871,2092706.21734829,1958980.52273218,2183463.3996656,2127197.51623932,1955248.55049942,2115476.8667781,2087598.53954804,1946748.20869457,2182434.68762077,2239790.1875808,2169359.69550181,2074724.43150353,2149854.12687445,2181164.97922598,2208538.11162149,2248859.0222701,2096577.60029979,2204851.58440235,1972878.17506777,2226128.48125374,2145437.30390612,1997166.06249061,1944516.81931176,2168470.44916658,2361920.86356205,2072600.03014578,2029352.73117106,2291460.4447457,1986816.03708486,2146246.52278959,2066792.94406068,2125273.62419185,1950901.1674512,2046327.22899399,2169660.59713221,2182470.76304096,2182585.3094246,2003181.99266904,2049487.72364126,2235360.9647883,1919201.8768612,2178796.17976497,2166546.75101991,2045177.05604957,2197008.47237792,2232215.76428521,1830723.53025628,2106662.21168291,2217172.79275361,2066466.43702311,2187955.58227645,2146338.32460043,2090262.70437933,2291549.3518099,2104566.10818601,2210284.39211621,2032927.88627987,2169634.23249597,2034801.58256984,2163767.75145294,2074502.91576843,2019237.65342187,2179723.31664506,2167488.63220654,2197414.32990514,2217394.83677122,1856217.52959187,2074623.35071661,2118438.97749624,2029607.29478681,2187447.16886889,2058550.72578788,1952732.43785837,1890783.56561204,2281003.0502989,2115241.03037962,2206524.83571389,2224550.30488594,2080316.15007805,1912206.2444433,2143930.62738266,2100764.71280189,2143090.10812777,2071126.52792805,2164717.45676432,2235511.93064808,1963467.40461105,1928136.73667344,2109924.222013,2184179.86871099,1924256.51914179,2157333.69057831,2090903.84170799,1919871.96461804,2041928.82939859,2181772.92417467,2167972.70740777,1987844.71674634,2118052.50380678,2042473.89105131,2098116.02856044,2058960.28038957,2161670.94197518,2196161.49474292,2099347.73330505,2011188.42008152,2082121.40510641,2212470.36066305,2207398.02397349,2169237.22595129,1884580.02087564,2164073.62179942,1954806.05332662,2110755.98774663,1913597.42243017,1982377.89461717,2229942.61801452,2097937.78669609,2229634.4931983,2196836.66039886,2161441.3421102,2151119.5254673,2268357.8346812,2153062.36178315,2084299.38193668,2176974.67436981,1964907.9332841,2132343.65808516,2022328.7851379,2168507.55277784,2274670.58113927,2162942.6219315,1834050.34865285,2159140.27723505,2088088.403775,2068851.22360397,2173867.82867411,2164986.79977097,2136140.02487906,2082975.7540449,2160762.17678965,2032848.34566277,2175187.9834753,1996417.56347087,2032373.42702319,2223998.44251068,2063521.74129678,2133182.467205,1997355.29599594,2187116.21307176,2046051.93679019,1985190.93604434,2084159.4329402,2184535.62867741,1995883.62102902,2118320.68726703,2159691.03100359,2095365.10440455,2184453.14711821,2070124.06751648,2171156.94523177,2035668.15082977,2213172.59230652,2088936.09011817,2041147.85854437,1972357.22259507,2133919.83964582,1567802.71893939,2042658.67367542,2136782.36676038,1831325.23842892,2265549.85034407,2260019.19679098,2081705.39595335,2125989.92731558,2142417.88894373,2146387.83956868,1867994.20545289,2065489.17303183,2180755.40250363,2118571.57190303,2152063.95083382,2196875.85622789,2146620.88621977,2169981.3111617,1962258.53540091,2126240.93094889,2136838.11442087
"32.5",2206261.17354373,2179200.01258937,2269359.041335,2258795.73082288,2161267.01627753,2011980.66685387,2253698.11668226,2232897.0638346,1917049.35285894,2290361.54599032,1984088.24451243,2235028.87253403,2170987.15544942,2032258.04040171,2265131.78695898,2206761.42678759,2028383.22931109,2194604.77566619,2165686.44160048,2019566.99630224,2264066.5048026,2323571.24216458,2250501.26458164,2152322.3351225,2230266.4773843,2262749.19035003,2291148.06160026,2332977.38334835,2174999.62335428,2287327.26789473,2046671.93680254,2309394.73322819,2225683.23581113,2071869.99405463,2017242.88996887,2249579.10269248,2450264.88099085,2150127.79042101,2105267.45367008,2377179.65137203,2061137.92854708,2226529.96746795,2144102.08987076,2204770.57151775,2023879.09382946,2122869.91618643,2250819.88129264,2264105.48031791,2264228.3769717,2078119.81377381,2126153.33525625,2318970.25567122,1990986.90117898,2260293.73413045,2247581.96998825,2121674.17661983,2279190.23644339,2315712.9498148,1899200.36991037,2185466.61959122,2300106.69631504,2143757.15117046,2269797.24389802,2226626.13642119,2168445.4514237,2377260.22366849,2183290.6285058,2292956.2463662,2108970.57828887,2250785.27197671,2110908.42743192,2244699.72062322,2152107.92025199,2094771.32829967,2261261.45855368,2248570.03843515,2279604.26450992,2300336.58974454,1925657.71794164,2152217.28052755,2197682.58880503,2105522.30627038,2269264.0492001,2135553.72786192,2025778.38533993,1961513.50556197,2366323.57060705,2194365.0048037,2289061.93387804,2307763.15113265,2158126.99125142,1983730.732673,2224122.03093857,2179348.49228697,2223254.21879554,2148595.24387335,2245690.28913941,2319132.95380672,2036910.93433259,2000256.52582632,2188852.7317124,2265877.37198132,1996236.45691734,2238032.61788038,2169114.90301717,1991683.71286857,2118301.48698572,2263381.36601686,2249071.6334936,2062207.26496618,2197278.97430877,2118872.52143793,2176597.4376947,2135980.53493444,2242530.47883682,2278311.82926086,2177869.89289344,2086416.24858431,2160003.81645986,2295233.65869772,2289969.60967763,2250381.00595648,1955068.56550372,2245022.28930376,2027926.1319361,2189707.19932928,1985177.10654021,2056528.98091829,2313356.68621036,2176413.81441193,2313037.56365124,2279013.0111434,2242288.02295517,2231580.84982513,2353203.60922895,2233591.83918759,2162258.35275577,2258402.99306911,2038403.08237372,2212100.97571536,2097973.97214527,2249622.28239501,2359750.29289148,2243848.04895239,1902652.48591865,2239896.09438016,2166190.06788652,2146236.962228,2255177.20564962,2245966.85498135,2216044.53096967,2160885.3398089,2241586.37174001,2108892.06392471,2256549.01886024,2071091.96954639,2108398.11298642,2307192.26242378,2140713.33874951,2212975.50063854,2072073.26527909,2268920.36784138,2122580.85091612,2059447.33628955,2162116.01250257,2266248.88744692,2070539.91445171,2197558.97530898,2240471.02978272,2173747.79963953,2266157.86086037,2147557.15632518,2252370.8466332,2111816.24277605,2295953.14138507,2167072.93616269,2117500.65859359,2046133.89440727,2213740.74442084,1626455.71300571,2119068.16300143,2216706.47601086,1899826.67614837,2350292.87086391,2344552.13101211,2159577.25494196,2205517.21602853,2222557.21684473,2226677.814085,1937867.56047465,2142743.41126781,2262328.94821845,2197815.10341456,2232560.91370233,2279050.39039688,2226919.57708961,2251144.22976833,2035658.72284155,2205776.41853282,2216767.64607184
"37.5",1519005.38900258,1500390.10514769,1562510.82726569,1555198.37561571,1488050.56851478,1385259.38540129,1551627.82220047,1537380.12483533,1319886.98423555,1576914.58742437,1366074.43277211,1538809.27602957,1494743.77123609,1399220.07329537,1559516.73761406,1519329.70103842,1396532.08288455,1510974.84204312,1491081.89240046,1390474.95232112,1558795.16728283,1599788.12954969,1549448.17783843,1481828.1886275,1535518.94701999,1557887.49607091,1577451.59369316,1606252.34895088,1497483.18357238,1574843.55072425,1409121.65039318,1590004.05367723,1532355.87648226,1426480.95962498,1388817.24740663,1548815.42682843,1686983.43961587,1480375.22922569,1449517.70094138,1636731.24831831,1419123.68442787,1532983.91785672,1476217.82456953,1517990.10487148,1393467.45443423,1461593.64606629,1549707.73428504,1558831.64942606,1558941.55794498,1430839.10214447,1463883.55697655,1596582.47318682,1370776.46514878,1556209.0362353,1547431.20268458,1460754.54970605,1569237.80112944,1594374.29188027,1307589.87389143,1504721.86912775,1583625.66452639,1475941.64644792,1562761.52929715,1533055.93652234,1492951.55663439,1636714.17799208,1503214.4752245,1578675.27958432,1452031.46972773,1549638.74771128,1453328.76815011,1545451.12283308,1481776.29118743,1442274.36887768,1556912.07003186,1548179.65038041,1569479.24339989,1583781.10772217,1325866.37546091,1481754.65884504,1513124.42847743,1449635.72487873,1562358.56376409,1470345.69877771,1394772.14473226,1350533.21361787,1629210.01061962,1510840.16428026,1576030.56814607,1588915.71207162,1485848.20461206,1365787.66220038,1531292.36583563,1500509.33940777,1530720.67652453,1479295.63390261,1546166.34785975,1596732.35071936,1402412.26634941,1377162.05797747,1507066.1847048,1560044.484088,1374427.14287097,1540908.25921236,1493439.42785406,1371266.54214531,1458414.02077674,1558332.02219621,1548521.34662904,1419873.47831628,1512829.83716447,1458841.92242092,1498594.73234739,1470651.58115271,1543994.92219756,1568634.58420314,1499437.70989573,1436492.25756931,1487165.56093467,1580303.48539621,1576666.86200037,1549407.63498751,1346037.69461573,1545705.91804649,1396229.51229761,1507602.16118046,1366803.14118141,1415920.58564837,1592763.88670895,1498476.30687596,1592547.45361623,1569122.08560084,1543801.43941414,1536434.10510846,1620166.02796083,1537790.5570249,1488687.27477615,1554900.40450531,1403425.52685708,1523011.67452585,1444453.80770614,1548874.32340457,1624659.78449713,1544891.63446317,1309971.99186157,1542124.78262133,1491400.26173455,1477685.21260282,1552662.46665973,1546339.02021902,1525759.07003077,1487742.73520645,1543336.50874942,1452002.30759783,1553621.13091098,1425935.78500048,1451654.3343921,1588532.70938647,1473914.60241094,1523640.78564545,1426664.2102402,1562119.78595592,1461373.00079229,1417930.44485898,1488606.96441123,1560315.50354018,1425567.26378879,1513033.73044745,1542542.9022123,1496658.79120609,1560218.865018,1478592.54513082,1550767.15198836,1454008.75233458,1580742.75702422,1492029.73037569,1457920.84945901,1408766.11705445,1524169.45921483,1119871.94062891,1459001.17913051,1526187.29790976,1308034.09560785,1618176.16273439,1614203.68173179,1486903.03276293,1518526.24319941,1530243.03998941,1533093.44921417,1334227.18030045,1475244.17615041,1557627.1192791,1513184.31248203,1537110.821517,1569127.39827274,1533259.89811601,1549879.02557579,1401561.78786928,1518697.30053102,1526250.17507692
"42.5",824649.010539764,814604.377369232,848504.268758683,844384.825124551,807932.898116029,752099.045459307,842216.697876871,834760.278724714,716562.288059959,856110.967073513,741755.153003271,835390.472168685,811570.0033255,759677.243569314,846563.137847943,824749.166745688,758141.748449653,820269.903940706,809535.385736196,754901.807652876,846216.224943356,868561.744258923,841114.100333452,804313.317120341,833561.043447299,845720.802373971,856385.485369206,872026.218975635,812969.766219642,855054.776992076,764968.299546785,863161.073278306,831815.469743599,774432.114886443,753784.591601543,840778.721917384,915774.626717272,803743.375853958,787099.550629063,888745.514874286,770557.700691353,832326.533012428,801453.433711069,824139.312627753,756615.611279483,793491.967309569,841406.702076127,846272.446057778,846427.589966437,777006.294539951,794845.66779982,866678.424269864,744127.874942307,844855.318448597,839992.503422524,792976.664452572,851998.568515427,865609.722021365,709855.650927158,817021.037259645,859760.235905559,801157.479921567,848447.888031849,832387.54787491,810437.525099924,888462.419695284,816167.856851849,856969.61913572,788329.022824114,841198.800468922,788894.01325579,838933.937443353,804646.470819983,783103.911880752,845375.731166711,840656.119030929,851965.014801506,859833.906551927,720006.785065811,804268.8726901,821552.0823296,786946.811564174,848093.752683293,798316.119973781,757312.714877927,733323.43305012,884485.475490861,820311.554009306,855671.660520624,862702.334863395,806584.536744425,741446.137265584,831281.036121234,814733.294832618,831068.05012194,803065.020659918,839447.618878315,866902.698376189,761367.538915485,747607.660979396,818342.745540644,846904.047106787,746247.06798089,836646.66077724,810804.125265564,744432.890563824,791636.423238045,845997.141541866,840827.843772677,771015.930003462,821329.104059918,791999.869608993,813616.456199444,798527.567708056,838284.236559107,851676.998175097,813949.141062297,779852.929611339,807394.705499775,858080.829676999,856059.975828602,841251.58213139,730663.214006365,839195.708924484,758023.311774938,818436.227933358,742071.596559776,768706.107083609,864780.281489716,813582.356896622,864675.16790386,851959.538698023,838078.97259181,834096.43456787,879534.389915436,834726.733217988,808105.592768869,844118.981715905,761864.483829793,826769.610613033,784190.581063704,840920.789228871,881922.588270171,838731.668932605,711169.048891282,837056.18084411,809601.127254792,802240.755050663,842839.906143087,839474.390937801,828382.926348538,807595.743383777,837895.091825248,788407.159803304,843413.842199681,774100.26867328,788188.475322738,862532.346641968,800315.995511245,827213.06158978,774695.045150744,847955.995696652,793290.561143802,769799.418199573,808128.767117072,847108.665631139,773943.863592625,821481.748645844,837367.26092805,812663.701857871,846928.004690707,802727.235163529,841950.079984749,789470.592822972,858107.589475274,810024.444646606,791588.344240375,764831.556075343,827506.883918016,608195.39871371,792179.033485887,828511.536685905,710145.927719947,878507.609628085,876275.520759152,807369.784347169,824513.69977225,830817.221743918,832415.212958263,724373.476620479,800780.667671958,845688.756211299,821466.26032705,834471.158179686,851885.337112498,832505.558443242,841303.337392497,760949.863624439,824578.615669648,828624.034768346
