"","t","meanAbun","meanSSB","meanCatch","cumCatch","meanSizeExt","meanSizeSSBExt","meanFecExt","totalFecExt","meanSizeSurv","meanSizeSSBSurv","meanFecSurv","totalFecSurv","name","isAllee","resDens","fishDens","resDensExt","fishDensExt","resDensExtSD","fishDensExtSD","resDensExtQ025","fishDensExtQ025","resDensExtQ975","fishDensExtQ975","catchExt","resDensSurv","fishDensSurv","resDensSurvSD","fishDensSurvSD","resDensSurvQ025","fishDensSurvQ025","resDensSurvQ975","fishDensSurvQ975","catchSurv","cumCatchSurv","cumCatchExt","propExtinct","ssbDensity","catchHa"
"42",-33,32971204.2884948,1003281.92503283,20290.0567962201,0,-1,-1,-1,-1,17.715295300511,163.644266549164,48260.3905682809,318240639293.867,"Growth_1_NC",TRUE,NA,0.133770923337711,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.133770923337711,NA,0.00817049716397634,NA,0.125223259598323,NA,0.144975132546317,20290.0567962201,0,0,0,0.133770923337711,27.0534090616268
"43",-32,36258515.7398949,1018805.42981627,20182.3689734472,0,-1,-1,-1,-1,16.9090856880676,163.162175726677,44035.6983637775,319333812448.058,"Growth_1_NC",TRUE,NA,0.135840723975503,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.135840723975503,NA,0.00905100700812897,NA,0.125679724801536,NA,0.148898052065101,20182.3689734472,0,0,0,0.135840723975503,26.9098252979296
"44",-31,32989730.5979901,1032012.13997254,20272.5178326712,0,-1,-1,-1,-1,17.9571664955009,163.16384196472,48760.1794340962,321717036688.098,"Growth_1_NC",TRUE,NA,0.137601618663005,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.137601618663005,NA,0.0100188066039694,NA,0.123905594309984,NA,0.152449884735685,20272.5178326712,0,0,0,0.137601618663005,27.0300237768949
"45",-30,37418063.2876249,1047157.87734739,20544.3468340812,0,-1,-1,-1,-1,16.8220815233649,162.815429814143,43343.6872053615,324367366193.847,"Growth_1_NC",TRUE,NA,0.139621050312985,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.139621050312985,NA,0.00973378232074215,NA,0.125608185557622,NA,0.154898907833393,20544.3468340812,0,0,0,0.139621050312985,27.3924624454416
"46",-29,28979769.8770414,1056162.1172761,20800.0259317467,0,-1,-1,-1,-1,19.5562349212342,163.090212967048,56435.4955479184,327097534775.093,"Growth_1_NC",TRUE,NA,0.140821615636813,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.140821615636813,NA,0.00835109320155508,NA,0.126857798042958,NA,0.15193690270893,20800.0259317467,0,0,0,0.140821615636813,27.7333679089956
"47",-28,32698281.7426467,1069510.54296075,20968.1907803058,0,-1,-1,-1,-1,18.0707506737711,162.8296224105,50450.0438581691,329925949600.66,"Growth_1_NC",TRUE,NA,0.142601405728099,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.142601405728099,NA,0.00765830148783147,NA,0.128705534333217,NA,0.150438037382713,20968.1907803058,0,0,0,0.142601405728099,27.9575877070744
"48",-27,30458188.4643485,1066150.49178453,21161.8067653649,0,-1,-1,-1,-1,18.7762192356483,164.17897344239,54625.8316984175,332760775378.437,"Growth_1_NC",TRUE,NA,0.142153398904604,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.142153398904604,NA,0.00815732594163511,NA,0.128695683717492,NA,0.151295902891132,21161.8067653649,0,0,0,0.142153398904604,28.2157423538199
"49",-26,30596921.7657967,1062597.62517965,21369.8571969029,0,-1,-1,-1,-1,18.5860173018484,164.74446015342,54704.6492420439,334758774616.833,"Growth_1_NC",TRUE,NA,0.141679683357287,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.141679683357287,NA,0.00788365269781517,NA,0.131323109414967,NA,0.154330277963404,21369.857196903,0,0,0,0.141679683357287,28.4931429292039
"50",-25,36462119.8184231,1050210.27150198,21558.2024854406,0,-1,-1,-1,-1,16.8216781728944,165.574949320756,45967.3443343152,335213363370.503,"Growth_1_NC",TRUE,NA,0.140028036200264,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.140028036200264,NA,0.00825270543664134,NA,0.133614874820047,NA,0.154427467804434,21558.2024854406,0,0,0,0.140028036200264,28.7442699805875
"51",-24,33388995.1060163,1039328.9590072,21622.8151265054,0,-1,-1,-1,-1,17.7675764996626,165.862177556668,50098.2286142915,334545902004.533,"Growth_1_NC",TRUE,NA,0.138577194534293,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.138577194534293,NA,0.00937131082184188,NA,0.130714066761852,NA,0.155299870976151,21622.8151265054,0,0,0,0.138577194534293,28.8304201686739
"52",-23,29057864.6725288,1040782.54984716,21449.6279535715,0,-1,-1,-1,-1,19.2062287197491,164.878739780237,57344.1943719823,333259967963.25,"Growth_1_NC",TRUE,NA,0.138771006646288,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.138771006646288,NA,0.00961453812042821,NA,0.12898258496086,NA,0.15591062457723,21449.6279535715,0,0,0,0.138771006646288,28.5995039380954
"53",-22,36237520.982406,1042466.99112546,21316.2638015629,0,-1,-1,-1,-1,16.8881076009998,164.668929184669,45883.5681443972,332541352676.05,"Growth_1_NC",TRUE,NA,0.138995598816728,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.138995598816728,NA,0.00901880215734372,NA,0.129305416617066,NA,0.154872490749716,21316.2638015629,0,0,0,0.138995598816728,28.4216850687506
"54",-21,34987577.388753,1039708.3549685,21139.8162832299,0,-1,-1,-1,-1,17.3530378362735,165.207522977699,47545.7005465908,332701775475.265,"Growth_1_NC",TRUE,NA,0.138627780662467,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.138627780662467,NA,0.0056238361869574,NA,0.132438882394194,NA,0.149030114043072,21139.8162832299,0,0,0,0.138627780662467,28.1864217109732
"55",-20,28539530.3069794,1045819.90110557,21159.0093133076,0,-1,-1,-1,-1,19.5165230539189,164.432323081057,58285.9363633882,332690649462.717,"Growth_1_NC",TRUE,NA,0.139442653480743,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.139442653480743,NA,0.00379832804834088,NA,0.135554137441352,NA,0.146144196364616,21159.0093133076,0,0,0,0.139442653480743,28.2120124177435
"56",-19,28901884.2365895,1050709.20459461,21330.9131942509,0,-1,-1,-1,-1,19.1588599357369,164.177385747753,57582.7416011113,332849946356.153,"Growth_1_NC",TRUE,NA,0.140094560612614,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.140094560612614,NA,0.00310818344213223,NA,0.136066334173151,NA,0.144053068119161,21330.9131942509,0,0,0,0.140094560612614,28.4412175923346
"57",-18,25138420.2133542,1045203.71416303,21268.5814148912,0,-1,-1,-1,-1,20.5792898377257,165.227679462263,66349.0783584156,333582202508.524,"Growth_1_NC",TRUE,NA,0.139360495221738,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.139360495221738,NA,0.0044894413397566,NA,0.132949650353898,NA,0.144914270754573,21268.5814148912,0,0,0,0.139360495221738,28.3581085531883
"58",-17,34187404.5715699,1031963.14992857,21230.7897926117,0,-1,-1,-1,-1,16.9961271115906,166.342139246544,48821.1403210444,333813615160.185,"Growth_1_NC",TRUE,NA,0.137595086657142,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.137595086657142,NA,0.00489561559836439,NA,0.13166056663367,NA,0.14325281786783,21230.7897926117,0,0,0,0.137595086657142,28.3077197234822
"59",-16,34354624.8806198,1007233.57218039,21427.8008979658,0,-1,-1,-1,-1,17.0517294586199,167.716515949827,48378.6442223921,332406034898.649,"Growth_1_NC",TRUE,NA,0.134297809624052,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.134297809624052,NA,0.00607236108353373,NA,0.128836770832955,NA,0.142671265123671,21427.8008979658,0,0,0,0.134297809624052,28.5704011972877
"60",-15,36015635.9203777,997918.032191588,21391.9157552725,0,-1,-1,-1,-1,16.7391820570726,166.677192457075,45681.4013153361,329048943621.161,"Growth_1_NC",TRUE,NA,0.133055737625545,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.133055737625545,NA,0.00659139478106478,NA,0.126777115230777,NA,0.143110366739463,21391.9157552725,0,0,0,0.133055737625545,28.5225543403633
"61",-14,32703036.0210043,998724.328154832,21065.2705572872,0,-1,-1,-1,-1,17.7960342602444,165.316978661814,49756.7730923703,325439508545.745,"Growth_1_NC",TRUE,NA,0.133163243753978,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.133163243753978,NA,0.0073421613180694,NA,0.125011737076559,NA,0.144758386227242,21065.2705572872,0,0,0,0.133163243753978,28.0870274097162
"62",-13,31567269.0085839,1013628.80772469,20631.6957733322,0,-1,-1,-1,-1,18.1831968482808,163.887899300004,51289.2353488957,323812217900.632,"Growth_1_NC",TRUE,NA,0.135150507696625,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.135150507696625,NA,0.00734378586941565,NA,0.125693030444429,NA,0.147097135178375,20631.6957733322,0,0,0,0.135150507696625,27.5089276977762
"63",-12,27223636.4947842,1026137.13601128,20378.164572729,0,-1,-1,-1,-1,19.7585184569765,163.691615694018,59569.9406133515,324342081854.752,"Growth_1_NC",TRUE,NA,0.136818284801504,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.136818284801504,NA,0.00659337442647048,NA,0.128369590670404,NA,0.147007815702441,20378.164572729,0,0,0,0.136818284801504,27.170886096972
"64",-11,29289791.3765785,1031612.60839674,20541.3872401254,0,-1,-1,-1,-1,18.7073394263985,164.210964794221,55644.8601444262,325965268961.826,"Growth_1_NC",TRUE,NA,0.137548347786232,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.137548347786232,NA,0.0061895172178428,NA,0.128890069391115,NA,0.145013095391592,20541.3872401254,0,0,0,0.137548347786232,27.3885163201673
"65",-10,32875598.3311768,1021488.46649358,20821.3666339231,0,-1,-1,-1,-1,17.4495285574535,165.630266636113,49760.8932723444,327183827964.43,"Growth_1_NC",TRUE,NA,0.136198462199145,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0.136198462199145,NA,0.00386966186632077,NA,0.131151711249489,NA,0.141498128752308,20821.3666339231,0,0,0,0.136198462199145,27.7618221785641
