"","t","mean","sd","q_025","q_975","surv_mean","surv_sd","surv_q_025","surv_q_975"
"55",55,20200.9812548378,1862.03636211841,17252.3059366506,22738.8161627016,20200.9812548378,1862.03636211841,17252.3059366506,22738.8161627016
"56",56,20134.2817862588,1584.52482832904,17495.7735101901,22110.4525072556,20134.2817862588,1584.52482832904,17495.7735101901,22110.4525072556
"57",57,19977.9657450802,1683.20774290458,17250.6033177609,21838.6678922657,19977.9657450802,1683.20774290458,17250.6033177609,21838.6678922657
"58",58,19834.7089487065,1693.99736263183,17364.2433683872,21839.9557065751,19834.7089487065,1693.99736263183,17364.2433683872,21839.9557065751
"59",59,19655.563560199,1613.24390375944,17649.7024651546,21902.2800014984,19655.563560199,1613.24390375944,17649.7024651546,21902.2800014984
"60",60,19492.1817718589,1660.15274730014,17502.5491481351,22028.0770060717,19492.1817718589,1660.15274730014,17502.5491481351,22028.0770060717
"61",61,19341.2977344163,1688.31419111471,17037.4929190387,21955.4309319078,19341.2977344163,1688.31419111471,17037.4929190387,21955.4309319078
"62",62,19290.4724478141,1720.41655257441,16938.8353354772,21931.4498062437,19290.4724478141,1720.41655257441,16938.8353354772,21931.4498062437
"63",63,19292.3717926784,1754.71246240495,17014.4679946956,21925.1444856115,19292.3717926784,1754.71246240495,17014.4679946956,21925.1444856115
"64",64,19211.0781035177,1707.83096435147,16779.8324340084,21802.3060096906,19211.0781035177,1707.83096435147,16779.8324340084,21802.3060096906
"65",65,19113.9579284636,1517.01349703767,17130.8063966604,21618.0908579751,19113.9579284636,1517.01349703767,17130.8063966604,21618.0908579751
"66",66,19226.7757196814,1412.1015302286,17167.1427559015,21330.5266059292,19226.7757196814,1412.1015302286,17167.1427559015,21330.5266059292
"67",67,19193.8492879378,1267.10014356965,17313.261931521,20903.0235298171,19193.8492879378,1267.10014356965,17313.261931521,20903.0235298171
"68",68,19046.9761437966,1417.21502062116,17226.2862893109,21174.3045164222,19046.9761437966,1417.21502062116,17226.2862893109,21174.3045164222
"69",69,19041.2284619684,1737.10646038172,16765.2164845264,21510.539300169,19041.2284619684,1737.10646038172,16765.2164845264,21510.539300169
"70",70,18970.2141027795,1844.6403452076,16059.5602434501,21220.5695162441,18970.2141027795,1844.6403452076,16059.5602434501,21220.5695162441
"71",71,18892.0473689656,1807.92797420958,15618.7082830044,21098.9723576809,18892.0473689656,1807.92797420958,15618.7082830044,21098.9723576809
"72",72,18818.1258685101,1713.0348160354,15652.0304594433,20937.6401796811,18818.1258685101,1713.0348160354,15652.0304594433,20937.6401796811
"73",73,18866.1268042855,1404.77598946989,16297.877805874,20570.2244314108,18866.1268042855,1404.77598946989,16297.877805874,20570.2244314108
"74",74,18995.5897936594,1160.66882292805,17078.3699150411,20527.3334877907,18995.5897936594,1160.66882292805,17078.3699150411,20527.3334877907
"75",75,19011.5425987677,1132.49910667464,17491.0807131441,20754.8031643868,19011.5425987677,1132.49910667464,17491.0807131441,20754.8031643868
"76",76,19076.3569106752,1312.92993125842,17004.7080383798,20975.4257036807,19076.3569106752,1312.92993125842,17004.7080383798,20975.4257036807
"77",77,19173.6298922693,1267.00928406968,16969.86237636,20776.5943172134,19173.6298922693,1267.00928406968,16969.86237636,20776.5943172134
"78",78,19245.1505664212,1176.20182432072,17149.2494087954,20532.4666632298,19245.1505664212,1176.20182432072,17149.2494087954,20532.4666632298
"79",79,19289.5632958603,1288.42382813275,16928.6866471439,21079.1577012907,19289.5632958603,1288.42382813275,16928.6866471439,21079.1577012907
"80",80,19082.3882101547,1541.92456327985,16418.7649920276,21576.6018798528,19082.3882101547,1541.92456327985,16418.7649920276,21576.6018798528
"81",81,18965.8819572352,1714.42329416967,16310.2237897298,21842.0418127386,18965.8819572352,1714.42329416967,16310.2237897298,21842.0418127386
"82",82,18939.2231707562,1857.94399639538,16151.5421971259,21843.3848028343,18939.2231707562,1857.94399639538,16151.5421971259,21843.3848028343
"83",83,18817.0585839315,2070.33987280493,15853.7909486311,22005.619407968,18817.0585839315,2070.33987280493,15853.7909486311,22005.619407968
"84",84,18714.6551589202,2032.40306183232,15962.9014163617,22015.9306570624,18714.6551589202,2032.40306183232,15962.9014163617,22015.9306570624
"85",85,18693.5317450558,1716.05195103853,16391.0910436778,21403.9480385343,18693.5317450558,1716.05195103853,16391.0910436778,21403.9480385343
"86",86,18814.4784686566,1540.07903978663,16864.1857491469,21323.4989814391,18814.4784686566,1540.07903978663,16864.1857491469,21323.4989814391
"87",87,18893.8028475634,1541.79695141107,16822.6390366074,21284.7269866419,18893.8028475634,1541.79695141107,16822.6390366074,21284.7269866419
"88",88,18840.2581745944,1492.44289618045,16691.6999953909,20860.8407016174,18840.2581745944,1492.44289618045,16691.6999953909,20860.8407016174
"89",89,18820.4436547011,1544.29606582147,16445.1923382773,20652.6412084569,18820.4436547011,1544.29606582147,16445.1923382773,20652.6412084569
"90",90,18791.9700019577,1487.00808833648,16731.3090732951,20883.9731671119,18791.9700019577,1487.00808833648,16731.3090732951,20883.9731671119
"91",91,18710.7417409648,1392.86179306152,17032.3798493107,20929.5106366239,18710.7417409648,1392.86179306152,17032.3798493107,20929.5106366239
"92",92,18634.8720075303,1412.7022237074,16863.0726680484,21051.9515649591,18634.8720075303,1412.7022237074,16863.0726680484,21051.9515649591
"93",93,18424.970205983,1618.78950885827,16680.1419058987,21345.9755758218,18424.970205983,1618.78950885827,16680.1419058987,21345.9755758218
"94",94,18275.4082200036,1642.67162685151,16337.9151201913,21287.1633612243,18275.4082200036,1642.67162685151,16337.9151201913,21287.1633612243
"95",95,18350.065815861,1607.58980346552,16479.97271098,21220.2549074342,18350.065815861,1607.58980346552,16479.97271098,21220.2549074342
"96",96,18450.5923151546,1638.14986365484,16578.9188313246,21132.7156730868,18450.5923151546,1638.14986365484,16578.9188313246,21132.7156730868
"97",97,18343.0770244661,1519.31919376631,16270.8628184676,20478.9260544553,18343.0770244661,1519.31919376631,16270.8628184676,20478.9260544553
"98",98,18387.075759307,1407.09221675804,15907.1439989306,19986.411446215,18387.075759307,1407.09221675804,15907.1439989306,19986.411446215
"99",99,18668.6503632489,1618.65969012423,15586.8902612861,20326.4645968216,18668.6503632489,1618.65969012423,15586.8902612861,20326.4645968216
