"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Surv",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"7.5",112080519.48623,106471562.277704,104933722.190447,31028056.7728116,97466473.1282616,110665526.54055,109586688.880338,100798894.230227,101616633.177926,110682759.818988,94910570.3236492,105206759.496743,100241192.525002,114706563.899995,116412080.816383,24249005.7830217,99242777.4266877,116138624.922205,104546034.468384,105997569.078533
"12.5",19292678.2867909,18327195.4692511,18062476.0304141,5340938.30386105,16777134.6453641,19049107.7014073,18863409.6873912,17350744.6594974,17491504.0790945,19052080.3342046,16337176.3361261,18109473.2438936,17254751.3447827,19744692.5789817,20038273.0299883,4174040.31640911,17082886.8442307,19991197.6763947,17995748.493794,18245600.9862182
"17.5",136391.137782923,129560.692689794,127223.607972062,38215.0975558557,118972.138049423,134383.616155191,133369.700533361,122571.852836156,123574.97938207,134792.468380009,115558.877954778,127473.189453035,122214.874822762,138790.407672496,141232.706924777,29697.4140243233,120688.089980084,140603.529267589,127128.264147317,128676.229318203
"22.5",987781.936685246,938313.815881764,921372.731123677,276779.230603189,861640.785839666,973233.554532957,965900.314442758,887695.924619482,894961.093161854,976207.307107644,836911.045594212,923177.543716053,885121.159855705,1005131.96063586,1022831.79815426,215083.024901178,874053.515084321,1018265.40970966,920694.604628008,931898.176376034
"27.5",2051497.85933694,1948758.59844895,1913574.69450911,574836.22518852,1789519.45028371,2021283.34133932,2006052.97984955,1843632.13939555,1858720.61755959,2027459.19343331,1738158.16988622,1917322.79072613,1838284.6982777,2087532.10183741,2124292.04530186,446701.027217514,1815298.33854797,2114808.99001522,1912166.7449385,1935433.89682514
"32.5",2128282.10605149,2021694.37118966,1985200.96585965,596362.210944768,1856508.03676416,2096944.66567242,2081142.33509445,1912639.34004582,1928288.04152837,2103348.43524323,1803214.93760095,1989085.91315632,1907091.99247743,2165670.66163497,2203801.71099091,463431.118700527,1883241.93414859,2193973.29209153,1983745.81374032,2007868.00865719
"37.5",1465619.51317731,1392199.62345869,1367114.70010431,410745.846574818,1278525.87353955,1444088.81821046,1433194.75397374,1317138.20740836,1327886.44206458,1448478.5840935,1241767.34494649,1369768.66457067,1313319.57542301,1491401.65588943,1517630.60050599,319204.214731624,1296874.59859956,1510921.90985498,1366146.8086453,1382659.95772966
"42.5",796808.40913235,756819.457711058,743354.781521009,223562.274008979,695321.175343925,785289.729846094,779321.892874449,716155.246348399,721892.737536577,787600.354118405,675114.944367993,744717.030140351,714084.825265732,810957.007802574,825105.072314222,173794.117478225,705065.449024538,821682.500432594,742957.571460029,751564.057600949
"47.5",413456.930127604,392524.493862815,385970.702144334,116638.217601279,361369.425134497,407947.07146846,404737.741493155,371784.555905196,374496.886073172,408956.169776617,350329.992439372,386476.02605514,370724.444583928,421127.805666533,428189.795231411,90813.8757318161,365847.456512457,426975.581956249,386087.050264753,389624.989619703
"52.5",317585.215866285,301234.968926362,296845.141130464,90535.5580306302,278428.851607953,314047.912945686,311415.541441888,285839.988936174,287530.008215451,314540.478127793,269124.062964744,296933.534593257,285047.502574316,323967.515426484,328976.492794429,70699.1259149609,281008.764070813,328879.301892897,297414.083116787,298750.964816565
"57.5",383569.782948239,363676.092100607,358721.85904805,109855.555467354,336737.894143446,379671.644240593,376404.210665732,345369.392257106,347201.475954788,380114.177738192,325055.552892382,358667.662396602,344426.964560654,391542.910874836,397369.316941912,85897.2613011168,339393.155584944,397700.426968825,359666.339877128,360537.06218493
"62.5",466107.567628872,441904.882429222,435953.335644945,133597.166678373,409287.660590148,461441.239045282,457461.153221284,419707.186415232,421904.192655835,461949.223929564,395007.268730023,435858.646815222,418575.929878459,475849.843850724,482889.300098635,104482.054781575,412435.446678949,483371.554565797,437146.471561642,438061.661363634
"67.5",493363.346407081,467738.519781298,461460.722086011,141446.727930806,433244.909208538,488437.209831473,484243.180347049,444234.716871028,446584.268422301,488966.46691478,418112.942747658,461359.681439934,443072.378452638,503695.286724121,511143.089264793,110625.045280706,436585.779086847,511654.460691669,462722.844794661,463658.001946393
"72.5",458534.314037585,434708.221420265,428911.285491147,131530.095367957,402698.126109532,453971.090332602,450123.195126625,412830.85640601,415083.055482022,454449.192908,388613.947353447,428822.639954746,411835.95788,468173.911911393,475097.973479998,102874.355526189,405846.083936564,475555.257422972,430070.756281006,430891.219520559
"77.5",388599.364378326,368386.124091036,363551.022961887,111611.404305193,341358.054908396,384763.452028856,381605.673536468,349777.624428059,351827.867117745,385140.228954968,329379.846533101,363486.737377668,349110.860992884,396845.127471789,402717.454109012,87305.7754891862,344114.645429253,403067.906186746,364505.596875847,365100.592810258
"82.5",319254.811060595,302612.766194373,298773.608438909,91938.8260357207,280579.05894944,316157.482128048,313740.185086293,287208.013648584,289135.965567222,316418.473255965,270666.331348677,298739.315995987,286963.771588683,326160.027668492,330992.269873553,71935.6090960637,282996.649305824,331216.672732049,299509.343888701,299826.377458514
"87.5",275598.549272806,261184.104535977,258052.623511163,79704.4035394581,242398.765118321,273000.307564771,271156.702190139,247723.16650078,249725.33981221,273159.419306864,233743.394707236,258048.250470891,247933.371127217,281739.155294881,285922.847018672,62389.0986592005,244698.48629602,286029.546179985,258619.716159855,258658.125562324
"92.5",264006.541471565,250152.517415559,247339.225049141,76704.7354286906,232398.670254697,261598.892973,260081.848034339,237084.52012951,239358.660389847,261685.117613711,224009.21557406,247360.203986214,237729.782352639,270072.290624358,274097.212398274,60070.6898178443,234827.858683903,274111.036484774,247808.368048178,247606.488386139
"97.5",274671.132186013,260234.01257301,257438.580754429,80074.3934075338,241936.236222271,272235.108479946,270834.716477268,246496.207689848,249144.583115351,272281.899625599,233144.294274554,257476.553653393,247519.476623514,281111.437984195,285324.06612889,62738.9463209218,244648.032605686,285277.295084825,257861.60815343,257487.302644047
