"","t","mean","sd","q_025","q_975","surv_mean","surv_sd","surv_q_025","surv_q_975"
"112",112,20740.7573119831,1092.86699934322,19426.9023137996,22167.5630912138,20740.7573119831,1092.86699934322,19426.9023137996,22167.5630912138
"113",113,20803.2464417453,1161.92431220379,19733.7444033029,22510.0171518499,20803.2464417453,1161.92431220379,19733.7444033029,22510.0171518499
"114",114,21075.4508312741,1161.84957725478,20131.9153842349,22848.6210382558,21075.4508312741,1161.84957725478,20131.9153842349,22848.6210382558
"115",115,21340.8881120171,1193.59990283455,20400.5800225734,23107.7613466226,21340.8881120171,1193.59990283455,20400.5800225734,23107.7613466226
"116",116,21480.4993467575,1360.45861732119,20106.8437484724,23287.6278758628,21480.4993467575,1360.45861732119,20106.8437484724,23287.6278758628
"117",117,21692.1905184312,1518.47452045521,20118.8161922115,23586.3459958313,21692.1905184312,1518.47452045521,20118.8161922115,23586.3459958313
"118",118,21957.8800437278,1541.16704189209,20434.1630508539,23864.6731740337,21957.8800437278,1541.16704189209,20434.1630508539,23864.6731740337
"119",119,22209.8306062005,1510.49085861309,20744.9642729775,24126.9950415246,22209.8306062005,1510.49085861309,20744.9642729775,24126.9950415246
"120",120,22207.8624639743,1659.53239039436,20776.7910918241,24330.3323567857,22207.8624639743,1659.53239039436,20776.7910918241,24330.3323567857
"121",121,22088.5690230427,1858.27158559336,20565.4525089236,24486.6695182748,22088.5690230427,1858.27158559336,20565.4525089236,24486.6695182748
"122",122,21908.6513052841,2078.42312402801,19554.5923411192,24437.2854863803,21908.6513052841,2078.42312402801,19554.5923411192,24437.2854863803
"123",123,21539.2643938137,2025.41123345949,18793.9123894301,23901.3566929887,21539.2643938137,2025.41123345949,18793.9123894301,23901.3566929887
"124",124,21028.38006338,1772.87718860268,18906.4626301018,23423.5136157218,21028.38006338,1772.87718860268,18906.4626301018,23423.5136157218
"125",125,20718.5817686229,1837.86590364287,18830.4561326719,23239.0351627273,20718.5817686229,1837.86590364287,18830.4561326719,23239.0351627273
"126",126,20574.9613514406,1901.81799145203,18011.9012673849,22622.5898016668,20574.9613514406,1901.81799145203,18011.9012673849,22622.5898016668
"127",127,20337.0991128719,1995.72141037617,17557.9619198181,22143.5170940021,20337.0991128719,1995.72141037617,17557.9619198181,22143.5170940021
"128",128,20214.212563284,2169.18066423258,17150.3634148716,22431.7262594536,20214.212563284,2169.18066423258,17150.3634148716,22431.7262594536
"129",129,20188.0293195907,2000.3491283513,17408.1850986872,22391.6427398211,20188.0293195907,2000.3491283513,17408.1850986872,22391.6427398211
"130",130,20124.5011149654,1775.33826954334,17681.6913592757,21974.326984672,20124.5011149654,1775.33826954334,17681.6913592757,21974.326984672
"131",131,20235.9413457199,1660.86559523668,17775.0408287418,21820.930323685,20235.9413457199,1660.86559523668,17775.0408287418,21820.930323685
"132",132,20551.9736456879,1541.98093297852,18319.0136185151,22164.0281391606,20551.9736456879,1541.98093297852,18319.0136185151,22164.0281391606
"133",133,20865.9819239353,1278.93126056976,18968.407961388,22079.4445457105,20865.9819239353,1278.93126056976,18968.407961388,22079.4445457105
"134",134,20732.7781913286,1086.13521049299,19101.8319492714,21643.7525491157,20732.7781913286,1086.13521049299,19101.8319492714,21643.7525491157
"135",135,20612.5094043206,1153.91471277081,19058.2507008717,21948.6073586918,20612.5094043206,1153.91471277081,19058.2507008717,21948.6073586918
"136",136,20699.0793589331,1234.24425573458,19312.0506693935,22362.6788873891,20699.0793589331,1234.24425573458,19312.0506693935,22362.6788873891
"137",137,20739.118690132,1332.31945646697,19554.5083708973,22615.3718782192,20739.118690132,1332.31945646697,19554.5083708973,22615.3718782192
"138",138,20941.2204063169,1170.74181539112,19758.4456216662,22612.8139180613,20941.2204063169,1170.74181539112,19758.4456216662,22612.8139180613
"139",139,21187.8174422609,1123.65182698036,19954.5859614142,22703.1064437353,21187.8174422609,1123.65182698036,19954.5859614142,22703.1064437353
"140",140,21445.4888937517,1278.44287652998,19856.63215572,22974.1055359118,21445.4888937517,1278.44287652998,19856.63215572,22974.1055359118
"141",141,21677.710804002,1277.86769842774,19954.3113058292,22924.1072766222,21677.710804002,1277.86769842774,19954.3113058292,22924.1072766222
"142",142,21832.1708600011,1215.37016477878,20149.941389704,22914.2119572206,21832.1708600011,1215.37016477878,20149.941389704,22914.2119572206
"143",143,21783.8036346211,1363.23338323789,19857.5011167628,23153.8678025128,21783.8036346211,1363.23338323789,19857.5011167628,23153.8678025128
"144",144,21678.9153461549,1568.09728764017,19341.3248204462,23113.8626545875,21678.9153461549,1568.09728764017,19341.3248204462,23113.8626545875
"145",145,21555.6983847486,1469.28153351557,19290.6972057389,22615.3381003069,21555.6983847486,1469.28153351557,19290.6972057389,22615.3381003069
"146",146,21225.410801748,1318.65919623061,19300.6407986461,22204.0485009717,21225.410801748,1318.65919623061,19300.6407986461,22204.0485009717
"147",147,20984.4746868209,1434.71322771782,19387.3679251768,22119.4451938259,20984.4746868209,1434.71322771782,19387.3679251768,22119.4451938259
"148",148,21048.6317192561,1867.34948967703,18374.3529829825,22415.3076052581,21048.6317192561,1867.34948967703,18374.3529829825,22415.3076052581
"149",149,21260.1781784641,2082.81190252109,18195.706185543,22705.5856647021,21260.1781784641,2082.81190252109,18195.706185543,22705.5856647021
"150",150,21501.7944110499,2046.19284698904,18535.0603988035,23045.3568902259,21501.7944110499,2046.19284698904,18535.0603988035,23045.3568902259
